sample	muscle_score	condition
TCGA-DJ-A1QF-01	-3.29254791666667	THCA
TCGA-DJ-A2PU-01	-3.44995833333333	THCA
TCGA-EM-A3AL-01	-2.79515833333333	THCA
TCGA-EM-A2CN-01	-2.75756666666667	THCA
TCGA-EL-A3GW-01	-3.55081041666667	THCA
TCGA-KS-A4I1-01	-2.94435625	THCA
TCGA-FE-A236-01	-3.42098333333333	THCA
TCGA-EL-A3MW-01	-3.00115208333333	THCA
TCGA-DJ-A13S-01	-2.62389791666667	THCA
TCGA-EL-A3H4-01	-4.12247083333333	THCA
TCGA-KS-A4IC-01	-2.76387083333333	THCA
TCGA-DJ-A2PR-01	-3.28537291666667	THCA
TCGA-DJ-A1QL-01	-2.30925416666667	THCA
TCGA-DJ-A13P-01	-3.09901458333333	THCA
TCGA-EL-A3GQ-01	-2.00887916666667	THCA
TCGA-EM-A4FK-01	-3.83964375	THCA
TCGA-DJ-A3UU-01	-2.45165	THCA
TCGA-BJ-A291-01	-3.01213125	THCA
TCGA-FY-A2QD-01	-3.69569166666667	THCA
TCGA-CE-A483-01	-3.72646666666667	THCA
TCGA-FY-A40M-01	-2.57952916666667	THCA
TCGA-DJ-A3VM-01	-2.88623958333333	THCA
TCGA-DJ-A3VG-01	-2.42467291666667	THCA
TCGA-J8-A3O0-01	-2.3182375	THCA
TCGA-H2-A3RH-01	-2.04205625	THCA
TCGA-FY-A3ON-01	-2.8403625	THCA
TCGA-EM-A2OZ-01	-3.16535	THCA
TCGA-E3-A3DY-01	-3.32792916666667	THCA
TCGA-EM-A2OX-01	-2.63760416666667	THCA
TCGA-ET-A39T-01	-4.15116041666667	THCA
TCGA-DJ-A3UN-01	-2.6260625	THCA
TCGA-DJ-A3UO-01	-2.01691458333333	THCA
TCGA-E3-A3E5-01	-3.05813541666667	THCA
TCGA-DJ-A2PV-01	-2.47762291666667	THCA
TCGA-EL-A4K0-01	-2.64825625	THCA
TCGA-EL-A3MX-01	-1.98233958333333	THCA
TCGA-EM-A3FK-01	-3.102625	THCA
TCGA-EM-A2P0-01	-2.9119875	THCA
TCGA-EL-A3CZ-01	-3.61109375	THCA
TCGA-KS-A4I3-01	-3.75802291666667	THCA
TCGA-J8-A3O1-01	-4.01127916666667	THCA
TCGA-L6-A4EQ-01	-2.91146666666667	THCA
TCGA-DJ-A4UQ-01	-2.78825416666667	THCA
TCGA-FY-A40K-01	-2.62293541666667	THCA
TCGA-EM-A3AP-01	-2.94728125	THCA
TCGA-H2-A3RI-01	-3.30299791666667	THCA
TCGA-MK-A4N9-01	-3.17148333333333	THCA
TCGA-ET-A2N4-01	-2.56817916666667	THCA
TCGA-DJ-A13V-01	-3.00500416666667	THCA
TCGA-EM-A2OY-01	-4.75743541666667	THCA
TCGA-ET-A2N5-01	-3.13606666666667	THCA
TCGA-EM-A4FH-01	-3.263	THCA
TCGA-ET-A3DS-01	-3.4286	THCA
TCGA-FK-A3SB-01	-2.76403541666667	THCA
TCGA-ET-A3DV-01	-3.22083541666667	THCA
TCGA-DJ-A13T-01	-3.21194375	THCA
TCGA-DJ-A3UR-01	-3.14411041666667	THCA
TCGA-EM-A3O6-01	-2.70435833333333	THCA
TCGA-DJ-A3VE-01	-2.87386875	THCA
TCGA-EL-A3GS-01	-3.96305625	THCA
TCGA-ET-A4KQ-01	-2.55112708333333	THCA
TCGA-DJ-A2QB-01	-3.49832291666667	THCA
TCGA-EM-A1CV-01	-2.97638333333333	THCA
TCGA-BJ-A2N8-01	-2.52794375	THCA
TCGA-DJ-A3UK-01	-2.57162916666667	THCA
TCGA-EM-A3OA-01	-3.83495833333333	THCA
TCGA-ET-A2N3-01	-2.919475	THCA
TCGA-EL-A3D5-01	-3.2664625	THCA
TCGA-EM-A2CJ-01	-3.1356875	THCA
TCGA-L6-A4ET-01	-3.56073541666667	THCA
TCGA-EL-A3CP-01	-3.50166041666667	THCA
TCGA-EL-A3CL-01	-2.80641458333333	THCA
TCGA-ET-A39I-01	-3.3632	THCA
TCGA-DJ-A1QI-01	-3.10329583333333	THCA
TCGA-EM-A22L-01	-2.43088125	THCA
TCGA-DJ-A3VK-01	-2.6389125	THCA
TCGA-EM-A2CS-01	-2.10306041666667	THCA
TCGA-BJ-A28S-01	-3.14733958333333	THCA
TCGA-EM-A22J-01	-4.106525	THCA
TCGA-EM-A1CS-01	-2.31041666666667	THCA
TCGA-BJ-A191-01	-3.09019166666667	THCA
TCGA-EL-A3ZH-01	-2.72744375	THCA
TCGA-MK-A4N7-01	-3.315225	THCA
TCGA-DJ-A2PS-01	-2.60819583333333	THCA
TCGA-KS-A4IB-01	-3.628525	THCA
TCGA-ET-A25O-01	-4.16840833333333	THCA
TCGA-J8-A3O2-01	-2.26997291666667	THCA
TCGA-FY-A3RA-01	-3.52976458333333	THCA
TCGA-FY-A3NN-01	-4.04957291666667	THCA
TCGA-DJ-A2PQ-01	-3.96900833333333	THCA
TCGA-BJ-A0ZE-01	-3.81336458333333	THCA
TCGA-EL-A3H8-01	-3.24238958333333	THCA
TCGA-EM-A2CK-01	-1.36653125	THCA
TCGA-DE-A4MD-01	-3.77829791666667	THCA
TCGA-E3-A3DZ-01	-2.71458958333333	THCA
TCGA-DE-A2OL-01	-2.81339791666667	THCA
TCGA-BJ-A0Z2-01	-3.01238958333333	THCA
TCGA-FY-A3NP-01	-2.93557291666667	THCA
TCGA-J8-A3YH-01	-2.53602291666667	THCA
TCGA-EM-A3O7-01	-3.18029791666667	THCA
TCGA-DJ-A3UP-01	-2.83768541666667	THCA
TCGA-EM-A3SX-01	-2.75029791666667	THCA
TCGA-EL-A3H2-01	-2.9035	THCA
TCGA-BJ-A28V-01	-3.08746666666667	THCA
TCGA-FY-A40N-01	-2.4776875	THCA
TCGA-EM-A3O8-01	-3.20333541666667	THCA
TCGA-BJ-A0ZC-01	-3.24820208333333	THCA
TCGA-BJ-A4O9-01	-4.37733541666667	THCA
TCGA-DJ-A3VA-01	-2.95609791666667	THCA
TCGA-J8-A3YE-01	-3.8148125	THCA
TCGA-ET-A3BW-01	-3.43816875	THCA
TCGA-BJ-A0Z0-01	-3.4318	THCA
TCGA-EL-A3ZR-01	-2.86787291666667	THCA
TCGA-EM-A3OB-01	-2.92342291666667	THCA
