gene	cell_type	percent_variance_unique	percent_variance_all_composition	raw_logFC	raw_FDR
NOL4	immune	0.00155426252452312	8.67651165884081	-4.97166868682117	3.46948254441629e-149
NOL4	muscle	0.00192761130458212	8.67651165884081	-4.97166868682117	3.46948254441629e-149
NOL4	other_parenchymal	0.464842486800938	8.67651165884081	-4.97166868682117	3.46948254441629e-149
NOL4	thyroid_epithelial	0.308744443109914	8.67651165884081	-4.97166868682117	3.46948254441629e-149
NPC2	endothelial	0.394616797622056	9.45621646952536	2.70089690553591	3.90797426112404e-187
NPC2	fibroblast	0.123010938812885	9.45621646952536	2.70089690553591	3.90797426112404e-187
NPC2	immune	0.323653854334882	9.45621646952536	2.70089690553591	3.90797426112404e-187
NPC2	muscle	1.02569075444947	9.45621646952536	2.70089690553591	3.90797426112404e-187
NPC2	other_parenchymal	2.89744106149541	9.45621646952536	2.70089690553591	3.90797426112404e-187
NPC2	thyroid_epithelial	0.998919902045892	9.45621646952536	2.70089690553591	3.90797426112404e-187
PAPSS2	endothelial	1.42974759772333	16.1400897728916	-2.95699064886705	1.14485207932347e-165
PAPSS2	fibroblast	6.87535701241546	16.1400897728916	-2.95699064886705	1.14485207932347e-165
PAPSS2	immune	0.702161331312053	16.1400897728916	-2.95699064886705	1.14485207932347e-165
PAPSS2	muscle	1.0170116239569	16.1400897728916	-2.95699064886705	1.14485207932347e-165
PAPSS2	other_parenchymal	1.95538064373611	16.1400897728916	-2.95699064886705	1.14485207932347e-165
PAPSS2	thyroid_epithelial	1.86786174699675	16.1400897728916	-2.95699064886705	1.14485207932347e-165
PBX4	endothelial	13.6191658213579	15.3528976711332	-2.65873294871227	1.9791289190173e-143
PBX4	fibroblast	0.305828838667328	15.3528976711332	-2.65873294871227	1.9791289190173e-143
PBX4	immune	0.0103639530497633	15.3528976711332	-2.65873294871227	1.9791289190173e-143
PBX4	muscle	0.465684030161905	15.3528976711332	-2.65873294871227	1.9791289190173e-143
PBX4	other_parenchymal	0.628344383985057	15.3528976711332	-2.65873294871227	1.9791289190173e-143
PBX4	thyroid_epithelial	0.0685476965522216	15.3528976711332	-2.65873294871227	1.9791289190173e-143
PLA2R1	endothelial	2.71208359643576	7.25797810466805	-3.63850991321082	2.56116669938999e-135
PLA2R1	fibroblast	0.111481271940062	7.25797810466805	-3.63850991321082	2.56116669938999e-135
PLA2R1	immune	0.821551099903022	7.25797810466805	-3.63850991321082	2.56116669938999e-135
PLA2R1	muscle	0.306170878740294	7.25797810466805	-3.63850991321082	2.56116669938999e-135
PLA2R1	other_parenchymal	0.889273680834523	7.25797810466805	-3.63850991321082	2.56116669938999e-135
PLA2R1	thyroid_epithelial	0.405831650981798	7.25797810466805	-3.63850991321082	2.56116669938999e-135
PLCH1	endothelial	2.84932405521146	6.08323128231186	-3.14665669590461	1.22115843537238e-133
PLCH1	fibroblast	0.000430655727679718	6.08323128231186	-3.14665669590461	1.22115843537238e-133
PLCH1	immune	0.250731270765424	6.08323128231186	-3.14665669590461	1.22115843537238e-133
PLCH1	muscle	0.182697617394952	6.08323128231186	-3.14665669590461	1.22115843537238e-133
PLCH1	other_parenchymal	0.850449615459014	6.08323128231186	-3.14665669590461	1.22115843537238e-133
PLCH1	thyroid_epithelial	0.229179802710717	6.08323128231186	-3.14665669590461	1.22115843537238e-133
PLXND1	endothelial	11.3792286490341	30.254400868418	1.65993651020568	1.42259417369785e-131
PLXND1	fibroblast	10.8986116674879	30.254400868418	1.65993651020568	1.42259417369785e-131
PLXND1	immune	1.34579006847826	30.254400868418	1.65993651020568	1.42259417369785e-131
PLXND1	muscle	0.0456011774261112	30.254400868418	1.65993651020568	1.42259417369785e-131
PLXND1	other_parenchymal	0.000585355796067853	30.254400868418	1.65993651020568	1.42259417369785e-131
PLXND1	thyroid_epithelial	0.991301634797837	30.254400868418	1.65993651020568	1.42259417369785e-131
PROS1	endothelial	15.6444235977163	29.3024892807285	3.46124453800446	8.26491208667969e-128
PROS1	fibroblast	7.79037646472669	29.3024892807285	3.46124453800446	8.26491208667969e-128
PROS1	immune	0.0974959100005156	29.3024892807285	3.46124453800446	8.26491208667969e-128
PROS1	muscle	0.0957748534582075	29.3024892807285	3.46124453800446	8.26491208667969e-128
PROS1	other_parenchymal	0.531854651916263	29.3024892807285	3.46124453800446	8.26491208667969e-128
PROS1	thyroid_epithelial	1.34984187755895	29.3024892807285	3.46124453800446	8.26491208667969e-128
PROX1	endothelial	7.15280807814637	12.9363829111264	-2.63799028312219	4.33322953553341e-133
PROX1	fibroblast	0.278887940853305	12.9363829111264	-2.63799028312219	4.33322953553341e-133
PROX1	immune	0.829432738566099	12.9363829111264	-2.63799028312219	4.33322953553341e-133
PROX1	muscle	0.0794219859554128	12.9363829111264	-2.63799028312219	4.33322953553341e-133
PROX1	other_parenchymal	0.492005597642593	12.9363829111264	-2.63799028312219	4.33322953553341e-133
PROX1	thyroid_epithelial	0.109186329235066	12.9363829111264	-2.63799028312219	4.33322953553341e-133
PROX1-AS1	endothelial	16.416254063212	21.1058825418641	-3.25411005152503	7.84955097694584e-126
PROX1-AS1	fibroblast	0.285765625262178	21.1058825418641	-3.25411005152503	7.84955097694584e-126
PROX1-AS1	immune	0.143125177367456	21.1058825418641	-3.25411005152503	7.84955097694584e-126
PROX1-AS1	muscle	0.0203738089203828	21.1058825418641	-3.25411005152503	7.84955097694584e-126
PROX1-AS1	other_parenchymal	0.165068690727203	21.1058825418641	-3.25411005152503	7.84955097694584e-126
PROX1-AS1	thyroid_epithelial	0.261827847711982	21.1058825418641	-3.25411005152503	7.84955097694584e-126
RADIL	endothelial	16.9219502086412	31.6014382040467	-2.99009617086632	5.91359747450086e-137
RADIL	fibroblast	4.47480557512829	31.6014382040467	-2.99009617086632	5.91359747450086e-137
RADIL	immune	0.000846516037799988	31.6014382040467	-2.99009617086632	5.91359747450086e-137
RADIL	muscle	0.0685660452161005	31.6014382040467	-2.99009617086632	5.91359747450086e-137
RADIL	other_parenchymal	0.40242730816087	31.6014382040467	-2.99009617086632	5.91359747450086e-137
RADIL	thyroid_epithelial	0.00455144157349639	31.6014382040467	-2.99009617086632	5.91359747450086e-137
RAG2	endothelial	7.32801498738541	14.145255469071	-3.81408302711819	2.72320685846582e-134
RAG2	fibroblast	4.34500462747899	14.145255469071	-3.81408302711819	2.72320685846582e-134
RAG2	immune	0.2288151854423	14.145255469071	-3.81408302711819	2.72320685846582e-134
RAG2	muscle	0.710991106503925	14.145255469071	-3.81408302711819	2.72320685846582e-134
RAG2	other_parenchymal	0.444025227165569	14.145255469071	-3.81408302711819	2.72320685846582e-134
RAG2	thyroid_epithelial	0.14019636387776	14.145255469071	-3.81408302711819	2.72320685846582e-134
RASSF6	endothelial	1.14339634623494	4.38872006881178	-3.2835899518423	4.64178566798614e-129
RASSF6	fibroblast	0.359229066757921	4.38872006881178	-3.2835899518423	4.64178566798614e-129
RASSF6	immune	0.999818768025956	4.38872006881178	-3.2835899518423	4.64178566798614e-129
RASSF6	muscle	0.618894601919442	4.38872006881178	-3.2835899518423	4.64178566798614e-129
RASSF6	other_parenchymal	0.101890605512418	4.38872006881178	-3.2835899518423	4.64178566798614e-129
RASSF6	thyroid_epithelial	1.25105909811443	4.38872006881178	-3.2835899518423	4.64178566798614e-129
RASSF9	endothelial	2.84492062767318	18.3518145665869	-2.93133290632657	1.04383853799197e-166
RASSF9	fibroblast	9.6382678901841	18.3518145665869	-2.93133290632657	1.04383853799197e-166
RASSF9	immune	0.18237800806123	18.3518145665869	-2.93133290632657	1.04383853799197e-166
RASSF9	muscle	0.0990741860106926	18.3518145665869	-2.93133290632657	1.04383853799197e-166
RASSF9	other_parenchymal	0.914709791868639	18.3518145665869	-2.93133290632657	1.04383853799197e-166
RASSF9	thyroid_epithelial	0.156771135734788	18.3518145665869	-2.93133290632657	1.04383853799197e-166
RELN	endothelial	1.39961867270776	28.255536750425	-4.98026245265366	1.66009613587709e-148
RELN	fibroblast	21.122589281024	28.255536750425	-4.98026245265366	1.66009613587709e-148
RELN	immune	0.636247546413939	28.255536750425	-4.98026245265366	1.66009613587709e-148
RELN	muscle	0.221124420390926	28.255536750425	-4.98026245265366	1.66009613587709e-148
RELN	other_parenchymal	0.0100785787831145	28.255536750425	-4.98026245265366	1.66009613587709e-148
RELN	thyroid_epithelial	1.63734937341324	28.255536750425	-4.98026245265366	1.66009613587709e-148
RGS8	endothelial	12.139183081142	16.7636480100606	-5.72940389150455	1.34525198167644e-127
RGS8	fibroblast	0.00954385150525568	16.7636480100606	-5.72940389150455	1.34525198167644e-127
RGS8	immune	2.08978140316153e-05	16.7636480100606	-5.72940389150455	1.34525198167644e-127
RGS8	muscle	0.77542785149126	16.7636480100606	-5.72940389150455	1.34525198167644e-127
