cell_type	sample	estimate	method	status
Astrocytes	GTEX-13FTW-0626-SM-5IFEX	5.97339750735683e-19	xcell	formal_relative_enrichment
B-cells	GTEX-13FTW-0626-SM-5IFEX	4.32551160886289e-18	xcell	formal_relative_enrichment
Basophils	GTEX-13FTW-0626-SM-5IFEX	0.0414791180232041	xcell	formal_relative_enrichment
CD4+ T-cells	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
CD4+ Tcm	GTEX-13FTW-0626-SM-5IFEX	3.48235220707186e-19	xcell	formal_relative_enrichment
CD4+ Tem	GTEX-13FTW-0626-SM-5IFEX	2.79510438752653e-18	xcell	formal_relative_enrichment
CD4+ memory T-cells	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
CD8+ T-cells	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
CD8+ Tcm	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
CD8+ Tem	GTEX-13FTW-0626-SM-5IFEX	4.38423405839103e-18	xcell	formal_relative_enrichment
CD8+ naive T-cells	GTEX-13FTW-0626-SM-5IFEX	0.0082343230488168	xcell	formal_relative_enrichment
CLP	GTEX-13FTW-0626-SM-5IFEX	0.0381124605656357	xcell	formal_relative_enrichment
CMP	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
Chondrocytes	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
Class-switched memory B-cells	GTEX-13FTW-0626-SM-5IFEX	5.7992987021969e-18	xcell	formal_relative_enrichment
DC	GTEX-13FTW-0626-SM-5IFEX	5.44138898145538e-19	xcell	formal_relative_enrichment
Endothelial cells	GTEX-13FTW-0626-SM-5IFEX	0.0852031510201796	xcell	formal_relative_enrichment
Eosinophils	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
Epithelial cells	GTEX-13FTW-0626-SM-5IFEX	0.0765811318067921	xcell	formal_relative_enrichment
Erythrocytes	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
Fibroblasts	GTEX-13FTW-0626-SM-5IFEX	0.109330791025613	xcell	formal_relative_enrichment
GMP	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
HSC	GTEX-13FTW-0626-SM-5IFEX	0.381211971219873	xcell	formal_relative_enrichment
Hepatocytes	GTEX-13FTW-0626-SM-5IFEX	0.00697687653458984	xcell	formal_relative_enrichment
Keratinocytes	GTEX-13FTW-0626-SM-5IFEX	0.0130748784735168	xcell	formal_relative_enrichment
MEP	GTEX-13FTW-0626-SM-5IFEX	0.0335316180677754	xcell	formal_relative_enrichment
MPP	GTEX-13FTW-0626-SM-5IFEX	1.52506432087339e-17	xcell	formal_relative_enrichment
MSC	GTEX-13FTW-0626-SM-5IFEX	0.109523410263381	xcell	formal_relative_enrichment
Macrophages	GTEX-13FTW-0626-SM-5IFEX	0.0174449750152109	xcell	formal_relative_enrichment
Macrophages M1	GTEX-13FTW-0626-SM-5IFEX	0.0342236069328814	xcell	formal_relative_enrichment
Macrophages M2	GTEX-13FTW-0626-SM-5IFEX	8.43725076871014e-05	xcell	formal_relative_enrichment
Mast cells	GTEX-13FTW-0626-SM-5IFEX	0.0162224622778689	xcell	formal_relative_enrichment
Megakaryocytes	GTEX-13FTW-0626-SM-5IFEX	0.0111942625051141	xcell	formal_relative_enrichment
Melanocytes	GTEX-13FTW-0626-SM-5IFEX	0.00611660501899274	xcell	formal_relative_enrichment
Memory B-cells	GTEX-13FTW-0626-SM-5IFEX	2.45337694390351e-17	xcell	formal_relative_enrichment
Mesangial cells	GTEX-13FTW-0626-SM-5IFEX	0.0197074847199339	xcell	formal_relative_enrichment
Monocytes	GTEX-13FTW-0626-SM-5IFEX	1.32667143329388e-17	xcell	formal_relative_enrichment
Myocytes	GTEX-13FTW-0626-SM-5IFEX	0.00922425850339557	xcell	formal_relative_enrichment
NK cells	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
NKT	GTEX-13FTW-0626-SM-5IFEX	0.0246317027437096	xcell	formal_relative_enrichment
Neurons	GTEX-13FTW-0626-SM-5IFEX	0.0114490266460298	xcell	formal_relative_enrichment
Neutrophils	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
Osteoblast	GTEX-13FTW-0626-SM-5IFEX	0.0675346067694128	xcell	formal_relative_enrichment
Pericytes	GTEX-13FTW-0626-SM-5IFEX	0.00692895447668536	xcell	formal_relative_enrichment
Plasma cells	GTEX-13FTW-0626-SM-5IFEX	0.00495195538399254	xcell	formal_relative_enrichment
Platelets	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
Preadipocytes	GTEX-13FTW-0626-SM-5IFEX	0.092202217092265	xcell	formal_relative_enrichment
Sebocytes	GTEX-13FTW-0626-SM-5IFEX	0.00391230344491556	xcell	formal_relative_enrichment
Skeletal muscle	GTEX-13FTW-0626-SM-5IFEX	0.000131082073530642	xcell	formal_relative_enrichment
Smooth muscle	GTEX-13FTW-0626-SM-5IFEX	0.324747127539062	xcell	formal_relative_enrichment
Tgd cells	GTEX-13FTW-0626-SM-5IFEX	1.04649747821836e-17	xcell	formal_relative_enrichment
Th1 cells	GTEX-13FTW-0626-SM-5IFEX	0.0548472918589936	xcell	formal_relative_enrichment
Th2 cells	GTEX-13FTW-0626-SM-5IFEX	0.0209644326925815	xcell	formal_relative_enrichment
Tregs	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
aDC	GTEX-13FTW-0626-SM-5IFEX	0.127181988887534	xcell	formal_relative_enrichment
cDC	GTEX-13FTW-0626-SM-5IFEX	0.0537906128455658	xcell	formal_relative_enrichment
iDC	GTEX-13FTW-0626-SM-5IFEX	0.0422522383607788	xcell	formal_relative_enrichment
ly Endothelial cells	GTEX-13FTW-0626-SM-5IFEX	0.0183308930385058	xcell	formal_relative_enrichment
mv Endothelial cells	GTEX-13FTW-0626-SM-5IFEX	0.0484215113186953	xcell	formal_relative_enrichment
naive B-cells	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
pDC	GTEX-13FTW-0626-SM-5IFEX	0	xcell	formal_relative_enrichment
pro B-cells	GTEX-13FTW-0626-SM-5IFEX	3.19663150023383e-17	xcell	formal_relative_enrichment
ImmuneScore	GTEX-13FTW-0626-SM-5IFEX	0.0224449581953865	xcell	formal_relative_enrichment
StromaScore	GTEX-13FTW-0626-SM-5IFEX	0.0991459414680578	xcell	formal_relative_enrichment
MicroenvironmentScore	GTEX-13FTW-0626-SM-5IFEX	0.121590899663444	xcell	formal_relative_enrichment
Adipocytes	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Astrocytes	GTEX-11NUK-1026-SM-5HL5J	1.11460188372101e-17	xcell	formal_relative_enrichment
B-cells	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Basophils	GTEX-11NUK-1026-SM-5HL5J	0.0627962850620211	xcell	formal_relative_enrichment
CD4+ T-cells	GTEX-11NUK-1026-SM-5HL5J	4.02059056571736e-18	xcell	formal_relative_enrichment
CD4+ Tcm	GTEX-11NUK-1026-SM-5HL5J	0.0222552261075325	xcell	formal_relative_enrichment
CD4+ Tem	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
CD4+ memory T-cells	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	GTEX-11NUK-1026-SM-5HL5J	3.34325280878046e-18	xcell	formal_relative_enrichment
CD8+ T-cells	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
CD8+ Tcm	GTEX-11NUK-1026-SM-5HL5J	4.28675071859445e-19	xcell	formal_relative_enrichment
CD8+ Tem	GTEX-11NUK-1026-SM-5HL5J	5.35747721360193e-19	xcell	formal_relative_enrichment
CD8+ naive T-cells	GTEX-11NUK-1026-SM-5HL5J	0.00443859913806584	xcell	formal_relative_enrichment
CLP	GTEX-11NUK-1026-SM-5HL5J	0.00544467613963289	xcell	formal_relative_enrichment
CMP	GTEX-11NUK-1026-SM-5HL5J	0.00541673255036911	xcell	formal_relative_enrichment
Chondrocytes	GTEX-11NUK-1026-SM-5HL5J	0.0109672573009003	xcell	formal_relative_enrichment
Class-switched memory B-cells	GTEX-11NUK-1026-SM-5HL5J	2.32028307745077e-19	xcell	formal_relative_enrichment
DC	GTEX-11NUK-1026-SM-5HL5J	1.68103908527236e-18	xcell	formal_relative_enrichment
Endothelial cells	GTEX-11NUK-1026-SM-5HL5J	0.0955363979152304	xcell	formal_relative_enrichment
Eosinophils	GTEX-11NUK-1026-SM-5HL5J	4.54893715131898e-19	xcell	formal_relative_enrichment
Epithelial cells	GTEX-11NUK-1026-SM-5HL5J	0.0526992741692056	xcell	formal_relative_enrichment
Erythrocytes	GTEX-11NUK-1026-SM-5HL5J	1.14469486613538e-19	xcell	formal_relative_enrichment
Fibroblasts	GTEX-11NUK-1026-SM-5HL5J	0.129354578576261	xcell	formal_relative_enrichment
GMP	GTEX-11NUK-1026-SM-5HL5J	8.39127867013274e-20	xcell	formal_relative_enrichment
HSC	GTEX-11NUK-1026-SM-5HL5J	0.557071537798641	xcell	formal_relative_enrichment
Hepatocytes	GTEX-11NUK-1026-SM-5HL5J	0.00457624549404729	xcell	formal_relative_enrichment
Keratinocytes	GTEX-11NUK-1026-SM-5HL5J	0.00828756283030984	xcell	formal_relative_enrichment
MEP	GTEX-11NUK-1026-SM-5HL5J	0.0137032398744952	xcell	formal_relative_enrichment
MPP	GTEX-11NUK-1026-SM-5HL5J	8.67199886470164e-19	xcell	formal_relative_enrichment
MSC	GTEX-11NUK-1026-SM-5HL5J	0.152243340448156	xcell	formal_relative_enrichment
Macrophages	GTEX-11NUK-1026-SM-5HL5J	4.70144589410906e-18	xcell	formal_relative_enrichment
Macrophages M1	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Macrophages M2	GTEX-11NUK-1026-SM-5HL5J	0.000225601938970223	xcell	formal_relative_enrichment
Mast cells	GTEX-11NUK-1026-SM-5HL5J	0.0184644797217045	xcell	formal_relative_enrichment
Megakaryocytes	GTEX-11NUK-1026-SM-5HL5J	0.00862206312422954	xcell	formal_relative_enrichment
Melanocytes	GTEX-11NUK-1026-SM-5HL5J	0.0035711391211776	xcell	formal_relative_enrichment
Memory B-cells	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Mesangial cells	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Monocytes	GTEX-11NUK-1026-SM-5HL5J	1.08364192825462e-17	xcell	formal_relative_enrichment
Myocytes	GTEX-11NUK-1026-SM-5HL5J	0.0144136679620911	xcell	formal_relative_enrichment
NK cells	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
NKT	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Neurons	GTEX-11NUK-1026-SM-5HL5J	0.0274684649498367	xcell	formal_relative_enrichment
Neutrophils	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Osteoblast	GTEX-11NUK-1026-SM-5HL5J	7.62826066306335e-19	xcell	formal_relative_enrichment
Pericytes	GTEX-11NUK-1026-SM-5HL5J	3.78032582111549e-18	xcell	formal_relative_enrichment
Plasma cells	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Platelets	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Preadipocytes	GTEX-11NUK-1026-SM-5HL5J	0.0670757685894009	xcell	formal_relative_enrichment
Sebocytes	GTEX-11NUK-1026-SM-5HL5J	0.00323858115218149	xcell	formal_relative_enrichment
Skeletal muscle	GTEX-11NUK-1026-SM-5HL5J	0.00160717049171084	xcell	formal_relative_enrichment
Smooth muscle	GTEX-11NUK-1026-SM-5HL5J	0.268131918551071	xcell	formal_relative_enrichment
Tgd cells	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
Th1 cells	GTEX-11NUK-1026-SM-5HL5J	0.0289703247734344	xcell	formal_relative_enrichment
Th2 cells	GTEX-11NUK-1026-SM-5HL5J	0.016722259927199	xcell	formal_relative_enrichment
Tregs	GTEX-11NUK-1026-SM-5HL5J	0.0317572007018913	xcell	formal_relative_enrichment
aDC	GTEX-11NUK-1026-SM-5HL5J	0.0283382355160822	xcell	formal_relative_enrichment
cDC	GTEX-11NUK-1026-SM-5HL5J	0.0302839759068222	xcell	formal_relative_enrichment
iDC	GTEX-11NUK-1026-SM-5HL5J	7.8886680806177e-18	xcell	formal_relative_enrichment
ly Endothelial cells	GTEX-11NUK-1026-SM-5HL5J	0.0259391172529253	xcell	formal_relative_enrichment
mv Endothelial cells	GTEX-11NUK-1026-SM-5HL5J	0.0473384883242193	xcell	formal_relative_enrichment
naive B-cells	GTEX-11NUK-1026-SM-5HL5J	2.68381470861815e-17	xcell	formal_relative_enrichment
pDC	GTEX-11NUK-1026-SM-5HL5J	0	xcell	formal_relative_enrichment
pro B-cells	GTEX-11NUK-1026-SM-5HL5J	2.2647251050763e-17	xcell	formal_relative_enrichment
ImmuneScore	GTEX-11NUK-1026-SM-5HL5J	0.012309653147803	xcell	formal_relative_enrichment
StromaScore	GTEX-11NUK-1026-SM-5HL5J	0.112445488245746	xcell	formal_relative_enrichment
MicroenvironmentScore	GTEX-11NUK-1026-SM-5HL5J	0.124755141393549	xcell	formal_relative_enrichment
Adipocytes	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Astrocytes	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
B-cells	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Basophils	GTEX-12WSD-0926-SM-5GCNL	0.0632262856694213	xcell	formal_relative_enrichment
CD4+ T-cells	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
CD4+ Tcm	GTEX-12WSD-0926-SM-5GCNL	0.0093481885007735	xcell	formal_relative_enrichment
CD4+ Tem	GTEX-12WSD-0926-SM-5GCNL	1.08709439703632e-17	xcell	formal_relative_enrichment
CD4+ memory T-cells	GTEX-12WSD-0926-SM-5GCNL	6.4742706322704e-20	xcell	formal_relative_enrichment
CD4+ naive T-cells	GTEX-12WSD-0926-SM-5GCNL	8.79325244704116e-18	xcell	formal_relative_enrichment
CD8+ T-cells	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
CD8+ Tcm	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
CD8+ Tem	GTEX-12WSD-0926-SM-5GCNL	2.91683825846323e-18	xcell	formal_relative_enrichment
CD8+ naive T-cells	GTEX-12WSD-0926-SM-5GCNL	0.00758218437568108	xcell	formal_relative_enrichment
CLP	GTEX-12WSD-0926-SM-5GCNL	0.00287859134537464	xcell	formal_relative_enrichment
CMP	GTEX-12WSD-0926-SM-5GCNL	0.00649334505575434	xcell	formal_relative_enrichment
Chondrocytes	GTEX-12WSD-0926-SM-5GCNL	0.00100168217823522	xcell	formal_relative_enrichment
Class-switched memory B-cells	GTEX-12WSD-0926-SM-5GCNL	6.28048038103946e-18	xcell	formal_relative_enrichment
DC	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Endothelial cells	GTEX-12WSD-0926-SM-5GCNL	0.0553397670443053	xcell	formal_relative_enrichment
Eosinophils	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Epithelial cells	GTEX-12WSD-0926-SM-5GCNL	0.0365084380294958	xcell	formal_relative_enrichment
Erythrocytes	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Fibroblasts	GTEX-12WSD-0926-SM-5GCNL	0.143648784299171	xcell	formal_relative_enrichment
GMP	GTEX-12WSD-0926-SM-5GCNL	4.18235845378857e-19	xcell	formal_relative_enrichment
HSC	GTEX-12WSD-0926-SM-5GCNL	0.570263961595081	xcell	formal_relative_enrichment
Hepatocytes	GTEX-12WSD-0926-SM-5GCNL	3.19895291884319e-19	xcell	formal_relative_enrichment
Keratinocytes	GTEX-12WSD-0926-SM-5GCNL	0.0041955594162121	xcell	formal_relative_enrichment
MEP	GTEX-12WSD-0926-SM-5GCNL	0.00596658276468008	xcell	formal_relative_enrichment
MPP	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
MSC	GTEX-12WSD-0926-SM-5GCNL	0.252443992842404	xcell	formal_relative_enrichment
Macrophages	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Macrophages M1	GTEX-12WSD-0926-SM-5GCNL	4.3563302459415e-19	xcell	formal_relative_enrichment
Macrophages M2	GTEX-12WSD-0926-SM-5GCNL	1.98165804315035e-20	xcell	formal_relative_enrichment
Mast cells	GTEX-12WSD-0926-SM-5GCNL	0.0151723034964925	xcell	formal_relative_enrichment
Megakaryocytes	GTEX-12WSD-0926-SM-5GCNL	0.00975361681762448	xcell	formal_relative_enrichment
Melanocytes	GTEX-12WSD-0926-SM-5GCNL	0.00612730266818967	xcell	formal_relative_enrichment
Memory B-cells	GTEX-12WSD-0926-SM-5GCNL	6.7956278444276e-17	xcell	formal_relative_enrichment
Mesangial cells	GTEX-12WSD-0926-SM-5GCNL	6.99266110453704e-18	xcell	formal_relative_enrichment
Monocytes	GTEX-12WSD-0926-SM-5GCNL	3.59619878394498e-17	xcell	formal_relative_enrichment
Myocytes	GTEX-12WSD-0926-SM-5GCNL	0.0140188471069684	xcell	formal_relative_enrichment
NK cells	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
NKT	GTEX-12WSD-0926-SM-5GCNL	1.99093123226136e-18	xcell	formal_relative_enrichment
Neurons	GTEX-12WSD-0926-SM-5GCNL	0.0154994583883381	xcell	formal_relative_enrichment
Neutrophils	GTEX-12WSD-0926-SM-5GCNL	4.98966769158153e-19	xcell	formal_relative_enrichment
Osteoblast	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Pericytes	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Plasma cells	GTEX-12WSD-0926-SM-5GCNL	1.32876984545219e-18	xcell	formal_relative_enrichment
Platelets	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Preadipocytes	GTEX-12WSD-0926-SM-5GCNL	0.0584257883910159	xcell	formal_relative_enrichment
Sebocytes	GTEX-12WSD-0926-SM-5GCNL	0.00252392272810808	xcell	formal_relative_enrichment
Skeletal muscle	GTEX-12WSD-0926-SM-5GCNL	0.00199732333637679	xcell	formal_relative_enrichment
Smooth muscle	GTEX-12WSD-0926-SM-5GCNL	0.274613070475778	xcell	formal_relative_enrichment
Tgd cells	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
Th1 cells	GTEX-12WSD-0926-SM-5GCNL	2.10817675565761e-18	xcell	formal_relative_enrichment
Th2 cells	GTEX-12WSD-0926-SM-5GCNL	0.0657040035078757	xcell	formal_relative_enrichment
Tregs	GTEX-12WSD-0926-SM-5GCNL	0.00834139021430365	xcell	formal_relative_enrichment
aDC	GTEX-12WSD-0926-SM-5GCNL	0.00694165028810139	xcell	formal_relative_enrichment
cDC	GTEX-12WSD-0926-SM-5GCNL	0.0283642034673056	xcell	formal_relative_enrichment
iDC	GTEX-12WSD-0926-SM-5GCNL	0.00571894789881991	xcell	formal_relative_enrichment
ly Endothelial cells	GTEX-12WSD-0926-SM-5GCNL	0.012039670455949	xcell	formal_relative_enrichment
mv Endothelial cells	GTEX-12WSD-0926-SM-5GCNL	0.0322229902614681	xcell	formal_relative_enrichment
naive B-cells	GTEX-12WSD-0926-SM-5GCNL	2.12289558054939e-18	xcell	formal_relative_enrichment
pDC	GTEX-12WSD-0926-SM-5GCNL	1.83902603877591e-17	xcell	formal_relative_enrichment
pro B-cells	GTEX-12WSD-0926-SM-5GCNL	0	xcell	formal_relative_enrichment
ImmuneScore	GTEX-12WSD-0926-SM-5GCNL	0.0101148689976617	xcell	formal_relative_enrichment
StromaScore	GTEX-12WSD-0926-SM-5GCNL	0.0994942756717383	xcell	formal_relative_enrichment
MicroenvironmentScore	GTEX-12WSD-0926-SM-5GCNL	0.1096091446694	xcell	formal_relative_enrichment
Adipocytes	GTEX-111CU-0226-SM-5GZXC	0.00149300413998742	xcell	formal_relative_enrichment
Astrocytes	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
B-cells	GTEX-111CU-0226-SM-5GZXC	1.58475811268872e-18	xcell	formal_relative_enrichment
Basophils	GTEX-111CU-0226-SM-5GZXC	0.0212348151946344	xcell	formal_relative_enrichment
CD4+ T-cells	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
CD4+ Tcm	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
CD4+ Tem	GTEX-111CU-0226-SM-5GZXC	1.27203941775236e-18	xcell	formal_relative_enrichment
CD4+ memory T-cells	GTEX-111CU-0226-SM-5GZXC	3.58424867496371e-19	xcell	formal_relative_enrichment
CD4+ naive T-cells	GTEX-111CU-0226-SM-5GZXC	1.08678180593027e-17	xcell	formal_relative_enrichment
CD8+ T-cells	GTEX-111CU-0226-SM-5GZXC	2.205438874579e-18	xcell	formal_relative_enrichment
CD8+ Tcm	GTEX-111CU-0226-SM-5GZXC	0.0023381802654669	xcell	formal_relative_enrichment
CD8+ Tem	GTEX-111CU-0226-SM-5GZXC	2.49766898032805e-18	xcell	formal_relative_enrichment
CD8+ naive T-cells	GTEX-111CU-0226-SM-5GZXC	0.0125762052625095	xcell	formal_relative_enrichment
CLP	GTEX-111CU-0226-SM-5GZXC	0.0489352303258581	xcell	formal_relative_enrichment
CMP	GTEX-111CU-0226-SM-5GZXC	5.90224805437079e-19	xcell	formal_relative_enrichment
Chondrocytes	GTEX-111CU-0226-SM-5GZXC	0.0151551876348068	xcell	formal_relative_enrichment
Class-switched memory B-cells	GTEX-111CU-0226-SM-5GZXC	6.6143805535767e-18	xcell	formal_relative_enrichment
DC	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
Endothelial cells	GTEX-111CU-0226-SM-5GZXC	0.109033660415382	xcell	formal_relative_enrichment
Eosinophils	GTEX-111CU-0226-SM-5GZXC	1.29558504844849e-19	xcell	formal_relative_enrichment
Epithelial cells	GTEX-111CU-0226-SM-5GZXC	0.0691889042194617	xcell	formal_relative_enrichment
Erythrocytes	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
Fibroblasts	GTEX-111CU-0226-SM-5GZXC	0.106804146489427	xcell	formal_relative_enrichment
GMP	GTEX-111CU-0226-SM-5GZXC	1.07516989843212e-17	xcell	formal_relative_enrichment
HSC	GTEX-111CU-0226-SM-5GZXC	0.34296822158916	xcell	formal_relative_enrichment
Hepatocytes	GTEX-111CU-0226-SM-5GZXC	0.00472228044673561	xcell	formal_relative_enrichment
Keratinocytes	GTEX-111CU-0226-SM-5GZXC	0.0117726722620163	xcell	formal_relative_enrichment
MEP	GTEX-111CU-0226-SM-5GZXC	0.0284619207211474	xcell	formal_relative_enrichment
MPP	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
MSC	GTEX-111CU-0226-SM-5GZXC	0.0977797254712956	xcell	formal_relative_enrichment
Macrophages	GTEX-111CU-0226-SM-5GZXC	0.0267475504545106	xcell	formal_relative_enrichment
Macrophages M1	GTEX-111CU-0226-SM-5GZXC	0.0437300838224723	xcell	formal_relative_enrichment
Macrophages M2	GTEX-111CU-0226-SM-5GZXC	0.00239044160645932	xcell	formal_relative_enrichment
Mast cells	GTEX-111CU-0226-SM-5GZXC	0.0188320286421557	xcell	formal_relative_enrichment
Megakaryocytes	GTEX-111CU-0226-SM-5GZXC	0.0148039550302364	xcell	formal_relative_enrichment
Melanocytes	GTEX-111CU-0226-SM-5GZXC	0.00321441368489316	xcell	formal_relative_enrichment
Memory B-cells	GTEX-111CU-0226-SM-5GZXC	8.90400035459657e-18	xcell	formal_relative_enrichment
Mesangial cells	GTEX-111CU-0226-SM-5GZXC	0.0186159111434642	xcell	formal_relative_enrichment
Monocytes	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
Myocytes	GTEX-111CU-0226-SM-5GZXC	0.0144458447328573	xcell	formal_relative_enrichment
NK cells	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
NKT	GTEX-111CU-0226-SM-5GZXC	0.00355996994304315	xcell	formal_relative_enrichment
Neurons	GTEX-111CU-0226-SM-5GZXC	0.00635153083919788	xcell	formal_relative_enrichment
Neutrophils	GTEX-111CU-0226-SM-5GZXC	1.25541032158372e-19	xcell	formal_relative_enrichment
Osteoblast	GTEX-111CU-0226-SM-5GZXC	0.0774433585296625	xcell	formal_relative_enrichment
Pericytes	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
Plasma cells	GTEX-111CU-0226-SM-5GZXC	0.00460971460868	xcell	formal_relative_enrichment
Platelets	GTEX-111CU-0226-SM-5GZXC	0.0115168438755367	xcell	formal_relative_enrichment
Preadipocytes	GTEX-111CU-0226-SM-5GZXC	0.0871235733059362	xcell	formal_relative_enrichment
Sebocytes	GTEX-111CU-0226-SM-5GZXC	0.00328613523651578	xcell	formal_relative_enrichment
Skeletal muscle	GTEX-111CU-0226-SM-5GZXC	3.90915564248373e-05	xcell	formal_relative_enrichment
Smooth muscle	GTEX-111CU-0226-SM-5GZXC	0.303293876929009	xcell	formal_relative_enrichment
Tgd cells	GTEX-111CU-0226-SM-5GZXC	0	xcell	formal_relative_enrichment
Th1 cells	GTEX-111CU-0226-SM-5GZXC	0.0578489596262317	xcell	formal_relative_enrichment
Th2 cells	GTEX-111CU-0226-SM-5GZXC	0.0220933179904092	xcell	formal_relative_enrichment
Tregs	GTEX-111CU-0226-SM-5GZXC	0.0097634367968447	xcell	formal_relative_enrichment
aDC	GTEX-111CU-0226-SM-5GZXC	0.165647642721789	xcell	formal_relative_enrichment
cDC	GTEX-111CU-0226-SM-5GZXC	0.0392466649277054	xcell	formal_relative_enrichment
iDC	GTEX-111CU-0226-SM-5GZXC	0.0381501209006881	xcell	formal_relative_enrichment
ly Endothelial cells	GTEX-111CU-0226-SM-5GZXC	0.0221485984705962	xcell	formal_relative_enrichment
mv Endothelial cells	GTEX-111CU-0226-SM-5GZXC	0.064931506094313	xcell	formal_relative_enrichment
