variant	cache_key	cache_sha256	legacy_key	engine
tcga_matched	b850f48306d42aca249ce0bfd2b7b8888e33c484feb16643e0e3aecdad763e32	21cd60b8cac338bf59b83b50d6881f1a19f40c24d7b2340eea9cb39634f33eb2	629bf2dd69cdd5c86982b790533bee10d19b6e1cf35b50cf15d0236c1143d228	official_reference_cache
