variant	cache_key	cache_sha256	legacy_key	engine
raw	ff945e04ff3833444511dfab517e438e0776ee90931f962219d2fce687e51dd6	26e3af7d583de5ac502dbd80cf843183bc26de6670991d107ea40eaeadef85ac	NA	equivalent_linear_algebra
