variant	cache_key	cache_sha256	legacy_key	engine
composition_adjusted	156fa365b5171c66fd2fd430f874df73ce7340177435e36d2a6c1296564d7f20	21f635fab737c2ebc64e8947cfa765077da94945c81c02ac7a1e09bed6a746fb	NA	equivalent_linear_algebra
