legacy_key	validation_key	genes	samples	max_abs_log_weight_ratio	max_abs_logFC_difference	max_abs_statistic_difference	max_abs_p_difference	max_abs_fdr_difference	changed_regulation	samples_identical	genes_identical	weights_within_tolerance	logFC_within_tolerance	statistic_within_tolerance	p_within_tolerance	fdr_within_tolerance	regulation_identical	identical_ranking	passed	completed
629bf2dd69cdd5c86982b790533bee10d19b6e1cf35b50cf15d0236c1143d228	86d23cf3c3ae9b1a541584a537a2aa1fbfda3433319c372271b7a9d0b9e83497	22787	564	3.71258579434583e-13	4.6029846600959e-13	2.40163444686914e-12	5.1458837191376e-13	5.28799226628962e-13	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2026-09-11T14:25:13-0300
