variant	cache_key	cache_sha256	legacy_key	engine
batch_corrected	e187967150753d08bb29fe40824abc9ea3306e8486e4c1959d50d3a85bd70acf	069a8d7d05dd4d8f4ef20c9f930a33b2f239e90df1ad74236cfc137f9b09c0ee	NA	equivalent_linear_algebra
