gene_symbol	logFC	adj.P.Val	t	regulation
DUSP6	2.88633857526886	4.20577037913735e-128	29.525826574775	Up
CLDN1	4.16693133000518	4.64693388814911e-128	29.5185941449106	Up
OIT3	4.6641090565797	5.00249630627285e-128	29.5132220595582	Up
RP11-744D14.1	5.45517532642096	5.28710128142752e-128	29.5091652330833	Up
TBCAP1	6.13876989887363	9.29315557333313e-128	29.4683441812792	Up
SERINC2	1.76333341653868	2.18442102892968e-127	29.4066065250186	Up
LAMB3	4.67334537890432	6.48387185535022e-127	29.3279129506228	Up
TREM2	3.54830329621102	7.02442519883016e-127	29.3220923889202	Up
LPAR5	3.53926370327706	2.52955023173534e-126	29.229324202862	Up
KIAA0101	2.14298239887356	7.16175365898778e-125	28.9883945425094	Up
PAFAH1B3	1.61085107526884	4.95560017497461e-124	28.8486232323363	Up
