gene_symbol	logFC	adj.P.Val	t	regulation
FAAHP1	-3.35357538402463	2.92671315954012e-177	-37.8635987590871	Down
AD000684.2	-3.14530842933951	4.28186628215896e-177	-37.8349658830205	Down
LIPH	6.18495905657971	5.11650768066544e-177	37.8214563472387	Up
RP11-458F8.4	-2.4293009024578	5.62777439952493e-177	-37.8141349401114	Down
KB-1208A12.3	-2.26062852022532	6.22457580982065e-177	-37.8064001546619	Down
RP5-1112D6.8	-2.13835097926271	7.97967124589176e-177	-37.7876459375098	Down
JAKMIP3	-3.7779236943165	9.3156189202403e-177	-37.7758822128919	Down
ADHFE1	-2.43788516385052	1.09874263091638e-176	-37.7633539643479	Down
RPS2P55	3.15178373655919	1.17826580932182e-176	37.7579320371514	Up
CTA-212A2.1	-2.884869514849	1.45736241840546e-176	-37.7418595818538	Down
MCM3AP-AS1	-2.20593627112138	1.6784063691636e-176	-37.7311156497023	Down
STK36	-2.46817718253972	1.75938523424722e-176	-37.7273950602863	Down
RP5-1024N4.4	-3.82414772145423	2.06409190760808e-176	-37.715272282424	Down
AGAP4	-2.43099643497187	2.08877898656332e-176	-37.7141820720886	Down
KIAA1456	-3.15762684971843	2.92051688721276e-176	-37.688769424806	Down
HOTAIRM1	-3.16492617767541	3.58643502139354e-176	-37.6732455011298	Down
SLC6A16	-3.71401153353818	3.60238838290416e-176	-37.672713626915	Down
ZNF276	-2.01437281746035	7.48863097311253e-176	-37.6179373799247	Down
MPZ	-2.3547100870456	9.66237709891772e-176	-37.5985373752207	Down
AP000251.3	6.19710497951881	1.18421131749192e-175	37.582976176222	Up
CTD-2547G23.4	-2.68520625960065	1.46214692362932e-175	-37.5670638159582	Down
RP11-159D12.2	-2.51558709677423	1.5014745277854e-175	-37.5648886442293	Down
RNF139-AS1	-2.68463323732723	1.87556515457656e-175	-37.5481125549953	Down
USP49	-2.72598349974403	2.51626791665326e-175	-37.5260186297663	Down
CTB-50L17.8	-2.48926731950849	5.02653525487589e-175	-37.474275511119	Down
FGF10	-8.21887185099856	6.64820554765057e-175	-37.4532562871131	Down
THBS3	-2.35176504736307	8.67075414173453e-175	-37.4332838801152	Down
HOXA3	-3.1064452444957	9.93656232097134e-175	-37.4229445722329	Down
RP11-87H9.4	-2.40623929851514	1.33636913772656e-174	-37.4006915921168	Down
RAMP2-AS1	-3.28033609190994	1.36661851124957e-174	-37.3988328129005	Down
NAALAD2	-2.87896978366618	1.40624483321435e-174	-37.3965130181336	Down
KLHL17	-2.36004416282645	1.42069479598016e-174	-37.3955604364456	Down
RP11-59C5.3	-3.36361696108557	1.61859719790036e-174	-37.3856621088364	Down
LAMA2	-4.59764164746551	1.74709535052613e-174	-37.3797854770496	Down
RP11-158H5.8	-3.42552253584236	2.0610407578985e-174	-37.3672962600362	Down
CTC-439O9.1	-4.08512769457248	2.25324739778655e-174	-37.3604713582308	Down
AGAP11	-3.94870097926273	2.49739048324581e-174	-37.3526269009557	Down
ASF1B	2.69866589861755	2.69601800466055e-174	37.3467436447877	Up
PI4KAP2	-2.64023939452129	2.73868206188623e-174	-37.3453872156914	Down
SLFNL1-AS1	-2.96729864951362	3.37917082718795e-174	-37.3295632721208	Down
WNT11	-4.8729264912955	4.11335956088726e-174	-37.3147492295237	Down
RP11-166O4.6	-2.69805659242196	4.81484298362386e-174	-37.3028491734997	Down
CENPJ	-3.32047618407584	5.92830875765531e-174	-37.2871892446166	Down
RP11-661A12.8	-2.12275139528933	7.1009066496534e-174	-37.2735806089502	Down
PLEKHH2	-3.17802512160783	7.16015510791633e-174	-37.2727774462872	Down
CTD-2012K14.5	-4.61447962109583	7.94670663666533e-174	-37.2648418597657	Down
GABRB2	6.24695064644147	1.27570898158423e-173	37.2294638657738	Up
RP3-402G11.27	-3.25287825780855	1.54143282535911e-173	-37.2152142520339	Down
SCML1	-2.29342736815159	1.71934085720202e-173	-37.2069116067192	Down
