pathway	pval	padj	log2err	ES	NES	size	leadingEdge	collection	pathway_name
HALLMARK_IL2_STAT5_SIGNALING	NA	NA	NA	0.213637515485294	NA	192	CSF2,S100A1,ETV4,HK2,TIAM1,CD83,CCND2,TLR7,CD44,ODC1,GALM,GPX4,CDC6,TNFRSF9,CD86,TNFRSF21,SPP1,TNFSF11,PRNP,CAPG,CXCL10,AMACR,SYNGR2,PRAF2,IGF2R,SOCS1,PDCD2L,PTRH2,LTB,TNFRSF8,GSTO1,IL2RB,PNP,DCPS,CDC42SE2,UMPS,CDCP1,DHRS3,BCL2L1,P2RX4,TWSG1,SELL,AHCY,IRF6,SH3BGRL2,PHLDA1,ITGAV,TNFRSF18,FAH,SLC39A8,TTC39B,MYO1E,ALCAM,HOPX	Hallmark	HALLMARK_IL2_STAT5_SIGNALING
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.349397590361446	1	0.269842314478839	0.202294062944344	1.08616947369821	86	CSF2,TNFRSF12A,CD44,PDGFC,EBI3,CRLF2,TNFRSF21,CXCL11,IL1B,STAT1,CXCL10,CCR1,CCL7,SOCS1,LTB,IL13RA1,IFNAR1,GRB2,CD9,IFNGR2,CD14,HMOX1	Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING
HALLMARK_INFLAMMATORY_RESPONSE	NA	NA	NA	0.174932805232234	NA	192	MET,KCNJ2,CCL17,ICAM4,CD55,TNFSF15,CHST2,CD82,EBI3,LAMP3,CCL22,TNFRSF9,RTP4,OLR1,CXCL11,PTAFR,IL1B,CXCL10,CCL20,CCL7,CYBB,HRH1,PSEN1,MSR1,CDKN1A,BTG2,IL2RB,IFNAR1,LYN,IL1A,CD70,IFNGR2,PCDH7,P2RX4,C3AR1,TIMP1,EMP3,HPN,IL18,CD14,SELL,DCBLD2,ADGRE1,MARCO,SGMS2	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0269884228570131	0.178123590856287	0.352487857583619	0.22726488372102	1.23601377248478	95	IFI30,LAMP3,IFIT2,CD47,RTP4,CXCL11,ISG15,RSAD2,CXCL10,OASL,TRIM14,LGALS3BP,PSMB8,B2M,CD74,IFIT3,CNP,PSME1,PSMB9,DDX60,PARP9,SELL,EPSTI1,LY6E,GMPR,OAS1,USP18,TRIM21,RIPK2,UBE2L6,HERC6,NMI,HLA-C,GBP2,IFIH1	Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	NA	NA	NA	0.166991586721885	NA	196	IFI30,VAMP8,ISOC1,HLA-G,IFIT2,PSMB2,PSMB10,CD86,IFIT1,RTP4,CXCL11,ST8SIA4,STAT1,FCGR1A,ISG15,RSAD2,BPGM,HLA-A,CXCL10,OASL,TRIM14,CCL7,LGALS3BP,SOCS1,PSMB8,HLA-DQA1,B2M,CD74,IRF5,IFIT3,CDKN1A,IL2RB,PNP,ST3GAL5,PSME1,PSMB9,DDX60,GBP6,EPSTI1,LY6E,HLA-DRB1,EIF4E3,HLA-B,USP18,GZMA,TRIM21,RIPK2,UBE2L6,SLAMF7,ICAM1,HERC6,NMI,UPP1,PTPN6,IFIH1,PSMA2,CXCL9,APOL6,ITGB7,CMPK2,HLA-DMA	Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE
HALLMARK_KRAS_SIGNALING_DN	0.0200140098068648	0.165115580906635	0.101117648743061	-0.37960932957749	-1.28329135149884	159	SOX10,MYH7,CKM,ITIH3,KRT1,CALML5,MSH5,TFCP2L1,IDUA,MYOT,CPB1,PTGFR,GP2,ZBTB16,TCF7L1,TFF2,ACTC1,SLC6A3,RYR2,SLC16A7,TAS2R4,MEFV,BMPR1B,ARPP21,NR6A1,ITGB1BP2,STAG3,CDH16,EPHA5,CNTFR,DLK2,YBX2,KRT4,RGS11,NOS1,UPK3B,KMT2D,IRS4,GTF3C5,MYO15A,SPHK2,SGK1,ATP6V1B1,CACNA1F,SPRR3,EFHD1,KCND1,EGF,NRIP2,COPZ2,P2RX6,SLC5A5,HSD11B2,SHOX2,ATP4A,C5,NTF3,AKR1B10	Hallmark	HALLMARK_KRAS_SIGNALING_DN
HALLMARK_KRAS_SIGNALING_UP	NA	NA	NA	0.203405404611649	NA	190	CSF2,DUSP6,FUCA1,CTSS,ETV4,ITGA2,SCG5,CCND2,ETV5,MMP9,MALL,PRDM1,ALDH1A3,MPZL2,F2RL1,ZNF277,KCNN4,ID2,SPP1,IL1B,MMP11,PCSK1N,BTC,MMP10,ETV1,BPGM,CXCL10,CCL20,GPRC5B,PLAU,ITGB2,PSMB8,TSPAN13,LCP1,MAP7,JUP	Hallmark	HALLMARK_KRAS_SIGNALING_UP
HALLMARK_MITOTIC_SPINDLE	0.991998399679936	1	0.00131978024363577	-0.196027206503913	-0.668864984786346	197	TUBGCP6,RHOT2,ATG4B,ARHGEF7,TSC1,SPTBN1,EPB41L2,TRIO,HDAC6,ARAP3,KLC1,MID1,DOCK4,PIF1,SUN2,TAOK2,TUBGCP5,KPTN,OPHN1,CTTN,CNTROB,MYO9B,ARHGEF11,RICTOR,ITSN1,ARHGAP27,SOS1,ARHGAP10,PCNT,BCL2L11,ARHGAP4,CEP192,KNTC1,ALS2,RASAL2,GEMIN4,PKD2,RASA2,SASS6,TUBGCP3,DST,PAFAH1B1,ROCK1,HOOK3,FGD4,WASF1,CCDC88A,STK38L,RABGAP1,SORBS2,PREX1,ABL1,PLEKHG2,CEP72,SHROOM1,CDC42EP2,ARHGAP29,TUBD1,PLK1,ARFIP2,CEP57,EPB41,NIN,SMC4,CDC42BPA,CSNK1D,CEP250,CEP131	Hallmark	HALLMARK_MITOTIC_SPINDLE
HALLMARK_MTORC1_SIGNALING	NA	NA	NA	0.254679059631267	NA	194	HK2,IFI30,BUB1,MCM2,RRM2,CTSC,TM7SF2,CCNG1,MCM4,ATP6V1D,RPN1,SC5D,IDH1,PLOD2,ITGB2,PSMD14,CYP51A1,FDXR,SLC1A4,SEC11A,GAPDH,DHCR7,CDKN1A,BTG2,LTA4H,SLC2A1,PNP,HPRT1,DHFR,HSPA4,ACTR2,CD9,SRD5A1,TMEM97,CYB5B,ENO1,PSMG1,PPIA,GSK3B,SSR1,FKBP2,TUBG1,GSR,SQSTM1,SHMT2,PHGDH,PSMB5,TUBA4A,TES,AURKA,CACYBP,ARPC5L,RRP9,EDEM1,RPA1,PDAP1,RDH11,GMPS,CORO1A,TOMM40,PGM1,TCEA1,ELOVL6,ACTR3,EBP,PSMC2,NUFIP1,UNG,M6PR,PSMA4,ACSL3	Hallmark	HALLMARK_MTORC1_SIGNALING
HALLMARK_MYC_TARGETS_V1	NA	NA	NA	0.398762622897696	NA	193	CDC45,MCM2,RAD23B,MAD2L1,PCNA,MCM4,ODC1,NPM1,TYMS,PSMB2,PRPS2,SNRPD1,PSMB3,RRM1,NME1,SNRPB2,SSBP1,RUVBL2,PSMD14,YWHAE,SET,PABPC1,HDDC2,HNRNPC,ERH,SNRPD2,CCT3,CDK4,MCM5,SNRPD3,CCT7,MRPS18B,RPL14,HPRT1,CDC20,RPS2,RSL1D1,GLO1,PSMD8,APEX1,LSM2,KPNA2,PPIA,CSTF2,VDAC1,CCT4,RPL6,CBX3,PSMA6,NHP2,RPS6,RAN,PPM1G,CLNS1A,XRCC6,PRDX4,RPL34,VBP1,RPLP0,SNRPG,SERBP1,RPS3,RRP9,POLE3,RPL18,RPL22,EIF1AX,NDUFAB1,ILF2,EEF1B2,PSMA2,MCM6,C1QBP,FBL,PTGES3,HNRNPA1,NCBP2,NAP1L1,PA2G4,PRDX3,RPS10,HSP90AB1,PSMA4,UBE2L3,PCBP1,LSM7,EIF3D,G3BP1,COX5A,RANBP1,TXNL4A,IMPDH2,CNBP,PSMC4,EIF4G2,EIF4H,SMARCC1,EXOSC7,GOT2,AIMP2	Hallmark	HALLMARK_MYC_TARGETS_V1
