collection	pathway	size	NES	pval	padj	abs_NES
Reactome	NIK-->noncanonical NF-kB signaling	45	1.98353181337603	0.000146233650567504	0.00224290901233532	1.98353181337603
Reactome	MHC class II antigen presentation	118	1.9720956652018	6.02104125545078e-08	1.78536962444236e-06	1.9720956652018
Reactome	Synthesis of DNA	107	1.95834224348439	7.09429698160724e-07	1.77934002880138e-05	1.95834224348439
Reactome	Complex I biogenesis	65	1.94273007568604	9.05077508975329e-06	0.000181547900329757	1.94273007568604
Reactome	APC/C:Cdc20 mediated degradation of mitotic proteins	62	1.91741421610676	6.40247936949047e-05	0.00105640909596593	1.91741421610676
Reactome	Striated Muscle Contraction	35	-1.90982606917041	6.58349226468916e-06	0.00013744719564851	1.90982606917041
Reactome	Regulation of mRNA stability by proteins that bind AU-rich elements	75	1.90944629975312	2.32995160946556e-05	0.000437346880088674	1.90944629975312
Reactome	SARS-CoV-1 Infection	140	1.90921383277962	1.1689252617406e-08	3.79622394527184e-07	1.90921383277962
Reactome	Activation of the pre-replicative complex	32	1.8794192267418	0.00156312099208691	0.0185938694756385	1.8794192267418
Reactome	Intrinsic Pathway for Apoptosis	53	1.87844308184847	0.000176428059645815	0.00259691949665711	1.87844308184847
Reactome	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	18	1.87287766008851	0.00396660928209664	0.0409882959149986	1.87287766008851
Reactome	Degradation of GLI1 by the proteasome	45	1.86642162738071	0.000519840631893098	0.00695159433237437	1.86642162738071
Reactome	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	63	1.85686243516687	5.73226273324352e-05	0.000969273516712086	1.85686243516687
Reactome	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	60	1.83882145407081	0.000194289304690402	0.00279940786898988	1.83882145407081
Reactome	Hedgehog ligand biogenesis	49	1.83505118461371	0.000488697735106135	0.00657812872386284	1.83505118461371
Reactome	Ethanol oxidation	11	-1.83249852308758	0.000282653463090693	0.00396102044851752	1.83249852308758
Reactome	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	36	1.82058059428506	0.00191695214765289	0.0224119091091303	1.82058059428506
Reactome	Cyclin A:Cdk2-associated events at S phase entry	74	1.81844335229281	4.67878333230209e-05	0.000818187239135903	1.81844335229281
Reactome	RHO GTPases Activate WASPs and WAVEs	36	1.81747182416647	0.00197460377335219	0.0228250809055286	1.81747182416647
Reactome	Regulation of CDH1 Function	58	1.81405044848131	0.000185950707922574	0.00271753677435419	1.81405044848131
Reactome	DNA Replication Pre-Initiation	88	1.81381377066356	1.53599610356218e-05	0.000293705423167124	1.81381377066356
Reactome	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	30	1.80375065251547	0.00195040923544002	0.0226735073619902	1.80375065251547
Reactome	Dengue Virus Genome Translation and Replication	80	1.79561705576561	2.94515360842227e-05	0.000538016453824282	1.79561705576561
Reactome	Budding and maturation of HIV virion	28	1.7925904078399	0.00263124077263138	0.0291001006529935	1.7925904078399
Reactome	Regulation of Expression and Function of Type II Classical Cadherins	31	-1.78110817242145	0.00036493857898896	0.00504502927440144	1.78110817242145
Reactome	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	30	1.76648328121519	0.00272729684809384	0.0296811135702127	1.76648328121519
Reactome	Unblocking of NMDA receptors, glutamate binding and activation	18	-1.76283771597295	0.000953597630587211	0.0120014543007526	1.76283771597295
Reactome	APC/C-mediated degradation of cell cycle proteins	74	1.75654335223699	0.000103197609300085	0.00164954928615605	1.75654335223699
Reactome	Regulation of mitotic cell cycle	74	1.75654335223699	0.000103197609300085	0.00164954928615605	1.75654335223699
Reactome	E3 ubiquitin ligases ubiquitinate target proteins	43	1.75598106862352	0.00141459818704165	0.0172277850636144	1.75598106862352
Reactome	TNFR2 non-canonical NF-kB pathway	85	1.75456878965565	9.01326479245443e-05	0.00146358252106046	1.75456878965565
Reactome	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	59	1.75425232457929	0.000374261872619562	0.00513919323073572	1.75425232457929
Reactome	Assembly of the pre-replicative complex	72	1.74947420598107	0.000111381043224125	0.00175296626489661	1.74947420598107
Reactome	Cyclin D associated events in G1	47	1.73369399154221	0.000825680822137854	0.0105583935130878	1.73369399154221
Reactome	G1 Phase	47	1.73369399154221	0.000825680822137854	0.0105583935130878	1.73369399154221
Reactome	Resolution of Sister Chromatid Cohesion	116	1.73032361097538	2.81889964859432e-05	0.000519591773065223	1.73032361097538
Reactome	p53-Dependent G1 DNA Damage Response	51	1.72193033842676	0.00151614053466	0.0181404885024231	1.72193033842676
Reactome	p53-Dependent G1/S DNA damage checkpoint	51	1.72193033842676	0.00151614053466	0.0181404885024231	1.72193033842676
Reactome	Peroxisomal protein import	58	1.71942662286175	0.000542732072595325	0.00721058325019503	1.71942662286175
Reactome	Co-inhibition by PD-1	157	1.71542000928073	1.74419582253535e-06	3.96513850323036e-05	1.71542000928073
Reactome	Regulation of CDH11 Expression and Function	28	-1.70313340193874	0.000956127590920169	0.0120014543007526	1.70313340193874
Reactome	Anti-inflammatory response favouring Leishmania parasite infection	141	1.69203536982045	2.66082751728146e-06	5.79154585144453e-05	1.69203536982045
Reactome	Leishmania parasite growth and survival	141	1.69203536982045	2.66082751728146e-06	5.79154585144453e-05	1.69203536982045
Reactome	Apoptosis	154	1.68888954706747	2.35322104940486e-06	5.29086842536521e-05	1.68888954706747
Reactome	Chemokine receptors bind chemokines	52	1.68868977633577	0.00147998343901841	0.0179174326404241	1.68868977633577
Reactome	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	89	1.68848033424622	0.000170380516244782	0.00254451486304251	1.68848033424622
Reactome	Amplification of signal from the kinetochores	89	1.68848033424622	0.000170380516244782	0.00254451486304251	1.68848033424622
Reactome	G2/M DNA damage checkpoint	58	1.67667688704404	0.00097313661910468	0.0121404726993181	1.67667688704404
Reactome	ER-Phagosome pathway	80	1.6751179158863	0.000147081253212799	0.00224290901233532	1.6751179158863
Reactome	Protein ubiquitination	63	1.66161961509237	0.000703700601238025	0.00917051866326751	1.66161961509237
Reactome	IL-6-type cytokine receptor ligand interactions	15	-1.66017937325934	0.00492272467086434	0.0486564960221664	1.66017937325934
Reactome	Sensory perception of sweet, bitter, and umami (glutamate) taste	19	-1.65249373936689	0.00466718524280476	0.0463546650814492	1.65249373936689
Reactome	O-glycosylation of TSR domain-containing proteins	36	-1.64936063021509	0.0021854420703915	0.0247039473813316	1.64936063021509
Reactome	Kidney development	36	-1.64890683521102	0.0022085682268394	0.0248281900665573	1.64890683521102
Reactome	Regulation of CDH11 gene transcription	10	-1.64874292612959	0.00460773614647751	0.0460063179843699	1.64874292612959
Reactome	EPHB-mediated forward signaling	41	1.64737321546038	0.00419266957901908	0.0428250333155819	1.64737321546038
Reactome	Keratinization	68	1.64082448998032	0.000377432018025282	0.00514817272586485	1.64082448998032
Reactome	Interleukin-10 signaling	43	1.63439986372481	0.00394585536976857	0.0409882959149986	1.63439986372481
Reactome	Protein localization	152	1.63309372222648	8.90154158427527e-06	0.000180322317637893	1.63309372222648
Reactome	Defective B3GALTL causes PpS	35	-1.62669741824413	0.0025388765471279	0.0282312033446939	1.62669741824413
Reactome	Formation of the cornified envelope	63	1.62564071684957	0.00111163450835481	0.0137012301451442	1.62564071684957
Reactome	Degradation of DVL	43	1.61710578853618	0.0046096261910048	0.0460063179843699	1.61710578853618
Reactome	RUNX2 regulates chondrocyte maturation	5	-1.61623305596987	0.00502580820429231	0.0494365557018369	1.61623305596987
Reactome	Switching of origins to a post-replicative state	78	1.60992344208173	0.000811664268460956	0.0105105385650071	1.60992344208173
Reactome	Complement cascade	116	1.60115701508068	0.000192822585816086	0.00279797879843767	1.60115701508068
Reactome	DNA Replication	122	1.59971606950457	5.98625609873355e-05	0.00100392458836138	1.59971606950457
Reactome	Collagen chain trimerization	41	-1.59961863912887	0.00281602002503129	0.030324089322179	1.59961863912887
Reactome	APC/C:Cdc20 mediated degradation of Securin	54	1.59575558028022	0.00395758950547135	0.0409882959149986	1.59575558028022
Reactome	Interferon gamma signaling	92	1.5881544710717	0.000410485115237413	0.00556193738924336	1.5881544710717
Reactome	Muscle contraction	176	-1.58813356299221	1.62802324416547e-06	3.86751547856174e-05	1.58813356299221
Reactome	Degradation of CRY and PER proteins	47	1.58634838835105	0.00402598836630412	0.0413928251128555	1.58634838835105
Reactome	Regulation of PTEN stability and activity	55	1.58183304890414	0.00349935670664815	0.0369055867103202	1.58183304890414
Reactome	Asymmetric localization of PCP proteins	50	1.57203306034113	0.00420715136678004	0.0428250333155819	1.57203306034113
