logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_symbol	method	regulation	rank
0.300849006027963	3.36957928180246	9.25822698198046	1.94440754204025e-19	3.28973272965491e-19	31.9208026995784	ENOX2	limma-voom	NS	23466
-2.27064701976859	-6.69478588498704	-9.2578552444086	1.95051827846118e-19	3.299930825903e-19	33.3239791725452	RP11-416H1.2	limma-voom	Down	23467
0.73908638672301	4.21475770750004	9.25662223446953	1.97092331006415e-19	3.33431043361883e-19	31.8047845902928	TCEA1P2	limma-voom	NS	23468
-1.00201860874741	-3.86410106158334	-9.25657008172138	1.97179102649931e-19	3.33563625779009e-19	33.0619138013254	LINC01909	limma-voom	Down	23469
-0.346830131650387	3.70817282486225	-9.25530464616766	1.99296162729246e-19	3.37130645618939e-19	31.8164608112108	ATP11C	limma-voom	NS	23470
-0.252924583693998	2.23441749561754	-9.25320071075442	2.02865943788581e-19	3.43154688777395e-19	32.0322704209977	AC093616.4	limma-voom	NS	23471
2.55319268890616	-9.32940581283004	9.25277404679335	2.03597554570512e-19	3.4437756099005e-19	33.3457275202037	RAB42P1	limma-voom	Up	23472
-1.94558717570953	-6.94848757466191	-9.25253582442268	2.04007175819983e-19	3.4505571909875e-19	33.2976055413609	RP11-236P24.3	limma-voom	Down	23473
0.300670232373673	3.56051808745464	9.25219002039621	2.04603234923783e-19	3.46049145136919e-19	31.8397904892689	RNFT1	limma-voom	NS	23474
-0.40835979829997	4.49287817633136	-9.25133682047169	2.06081272351624e-19	3.48534128856408e-19	31.6849710087958	KALRN	limma-voom	NS	23475
-2.61649474322234	-8.1691500758539	-9.25012350342111	2.08201378198718e-19	3.52104750266038e-19	33.3026141982709	AC139103.1	limma-voom	Down	23476
2.22771577885297	-5.04288567073879	9.24978226006745	2.08801535054637e-19	3.53104678823495e-19	33.240985200938	CEBPE	limma-voom	Up	23477
-0.552942957240486	5.39315369806679	-9.24929156878597	2.096675344896e-19	3.54554069950851e-19	31.5985016388951	ITM2A	limma-voom	NS	23478
-2.32917542404784	-7.05625206124958	-9.24731327166906	2.13195156550916e-19	3.60504029361747e-19	33.2517439878845	NEUROD2	limma-voom	Down	23479
0.86002373551673	0.801231428178168	9.24689878036429	2.13941672934595e-19	3.61750949695455e-19	32.2483127447886	IPO8P1	limma-voom	NS	23480
1.80411499819669	-2.33032382144157	9.24681976958127	2.1408426807587e-19	3.61976645421754e-19	32.8827498729199	EGOT	limma-voom	Up	23481
0.709811345846322	-0.779068269653648	9.2456376451206	2.16228982509803e-19	3.65587388791593e-19	32.4926518566045	RAP1AP	limma-voom	NS	23482
0.390386869377913	2.95246284191052	9.24429863227104	2.1868403862868e-19	3.69722509970441e-19	31.8745484486491	UPF3AP2	limma-voom	NS	23483
2.43410667186003	-10.6329435363873	9.2440499387359	2.19143042870589e-19	3.70482757964918e-19	33.2751818013255	KB-1592A4.14	limma-voom	Up	23484
-2.01532938764559	-6.08570146106114	-9.24366036413833	2.19863983892101e-19	3.716857521177e-19	33.1748272514972	RP11-386I8.6	limma-voom	Down	23485
0.439301417736316	5.38572057381967	9.24324882332736	2.2062812563879e-19	3.72961672660787e-19	31.5656537508431	RPL13AP7	limma-voom	NS	23486
2.8493230403776	-10.7011420394685	9.24204780228099	2.22873225025114e-19	3.76740868563335e-19	33.2585179903547	IGHV3OR16-6	limma-voom	Up	23487
3.04872304725182	-3.58711811312795	9.24108100043878	2.24696911091351e-19	3.79807423541758e-19	33.0798569972495	RP1	limma-voom	Up	23488
-2.81234144487412	-8.75921163135877	-9.24089791889403	2.25043919179346e-19	3.80377780205986e-19	33.235063001404	RP11-157H4.1	limma-voom	Down	23489
-2.37036069985773	-10.6088357301695	-9.23954812980777	2.27618701442268e-19	3.8471339653729e-19	33.2363570980358	RNY1P11	limma-voom	Down	23490
0.245633442365284	3.40514695786082	9.23900325538146	2.28666316465386e-19	3.86467587429602e-19	31.7514232810532	RP11-580I16.2	limma-voom	NS	23491
0.311170627268046	7.98952564004304	9.238576448706	2.29490258494392e-19	3.87843616667136e-19	31.4577897518418	IL6ST	limma-voom	NS	23492
-2.32221474594755	-3.71615210936483	-9.23826887655884	2.30085842058495e-19	3.88833614327943e-19	32.8499272327974	HDC	limma-voom	Down	23493
-2.92181128149307	-8.01770336977594	-9.23795983932889	2.30685803696714e-19	3.89830926124412e-19	33.1934255160517	WFDC5	limma-voom	Down	23494
-2.33765015399804	-11.136082374262	-9.23785020225257	2.30899023936322e-19	3.90174634957219e-19	33.2233122240509	RNA5SP334	limma-voom	Down	23495
2.71894964818132	-9.91996266548581	9.23748322176123	2.31614141527766e-19	3.91366387765381e-19	33.2202516563409	RP11-39E3.3	limma-voom	Up	23496
0.347018412615446	0.0146955602108417	9.23738112356959	2.31813485016654e-19	3.91686554970047e-19	32.2677245858258	VTI1BP1	limma-voom	NS	23497
0.490881383761131	0.339319598048582	9.23714858334919	2.32268146624373e-19	3.92438078018591e-19	32.2201992739581	RPEL1	limma-voom	NS	23498
0.725171688392163	-0.709744595738637	9.23704976563397	2.32461621755646e-19	3.92748257668099e-19	32.410114720737	EHHADH-AS1	limma-voom	NS	23499
-2.68380869749932	-9.68408425858945	-9.23637255206048	2.33791837726617e-19	3.94978874103071e-19	33.2068977281393	SEPT12	limma-voom	Down	23500
-2.05421636103365	0.154297353950731	-9.23628406472751	2.33966204564889e-19	3.95256638170087e-19	32.1564706459408	LRRC15	limma-voom	Down	23501
-0.216757317161429	1.92036736488201	-9.23608804640153	2.34352922922768e-19	3.95893104666825e-19	31.939955986695	RP13-131K19.1	limma-voom	NS	23502
-0.690131312213807	-2.65297314807197	-9.23593690633023	2.34651534382182e-19	3.96380684084644e-19	32.6863357974442	SNORD107	limma-voom	NS	23503
-0.787132480231405	0.703548996874334	-9.23468636206021	2.37136763266076e-19	4.00561767154091e-19	32.0893131009038	CACNA2D3	limma-voom	NS	23504
-0.297109500698761	4.98403081391505	-9.23467419439891	2.37161071825336e-19	4.00585784880216e-19	31.5055391646177	RP11-1099M24.6	limma-voom	NS	23505
0.266531081413631	4.66335187641566	9.23426419623124	2.37981609892026e-19	4.01954644598538e-19	31.5451319466837	RNF111	limma-voom	NS	23506
-0.666591998227839	0.272269440408928	-9.23337565490434	2.39769524057606e-19	4.04957231638876e-19	32.1487779153633	TSPAN32	limma-voom	NS	23507
0.17722786178466	3.31236068720298	9.23281529488773	2.40903905585147e-19	4.0685583033612e-19	31.7115446916661	RP11-423P10.2	limma-voom	NS	23508
-2.50938437661229	-10.1763604565118	-9.23197629196336	2.42612306021913e-19	4.09723670665787e-19	33.1725956932306	MTND4LP13	limma-voom	Down	23509
-0.162661069453106	4.97643762689024	-9.23147053498099	2.4364793030613e-19	4.1145513096614e-19	31.482184527673	WDR5	limma-voom	NS	23510
-2.03575372127316	-5.82802912275804	-9.22987500626471	2.46943814319521e-19	4.17003245974804e-19	33.0417907333853	RP11-292F9.1	limma-voom	Down	23511
2.75753908186639	-10.6246628136874	9.2297508573172	2.47202111808118e-19	4.17421667361598e-19	33.1569946896124	IGLVI-63	limma-voom	Up	23512
3.67213526877984	-0.900540857787277	9.22909883656086	2.48563067650749e-19	4.19701905833795e-19	32.648841014701	SLC6A20	limma-voom	Up	23513
0.601170073526307	-1.89600270433575	9.22893946757468	2.48896843253904e-19	4.20247617201093e-19	32.558047120365	RP11-332K15.1	limma-voom	NS	23514
1.98191741955638	-4.7910360339275	9.22863805286299	2.49529326942152e-19	4.2129761166308e-19	33.0418918340844	RP11-217B7.2	limma-voom	Up	23515
-0.459517139211018	2.96470050893857	-9.22801445356784	2.50842932881548e-19	4.23497453702298e-19	31.697598469691	ATF7IP2	limma-voom	NS	23516
-1.37922375956223	1.4257363395723	-9.22749579680583	2.51940691161756e-19	4.25332709125486e-19	31.900924005673	TMEM59L	limma-voom	Down	23517
-0.36310481649854	2.63761097623425	-9.22704641942586	2.5289566118687e-19	4.26926759947322e-19	31.7462150265302	NBR2	limma-voom	NS	23518
-0.871740653200914	-1.13672774393679	-9.22690657431045	2.53193575891456e-19	4.27411511970858e-19	32.3225717808546	GLIS1	limma-voom	NS	23519
3.07905999663723	-6.01291650811058	9.22651658129427	2.54026222030744e-19	4.28798854892202e-19	33.0927485569966	TRBV11-2	limma-voom	Up	23520
0.440968945076094	7.02904147267092	9.22645756976354	2.54152449209999e-19	4.28993688131261e-19	31.3655036790401	MMACHC	limma-voom	NS	23521
0.223635163254903	6.61871735070907	9.22624650131005	2.54604438472441e-19	4.29738347769444e-19	31.3701430048875	CDK16	limma-voom	NS	23522
-2.45103253243306	-8.76989381066429	-9.22573928849345	2.55693857759109e-19	4.31558795253672e-19	33.1128145297333	RP5-1147A1.2	limma-voom	Down	23523
0.254519479295542	3.15461485186908	9.22562123608737	2.55948078402995e-19	4.31969503858005e-19	31.6804006154569	FAM173B	limma-voom	NS	23524
-0.731867807428743	0.23687812263995	-9.22558712183551	2.56021588526385e-19	4.32075201176388e-19	32.0872792461622	RP11-589N15.2	limma-voom	NS	23525
-2.34655008233344	-10.9939631777283	-9.22513289738913	2.57002355185244e-19	4.33711957220291e-19	33.1181474763565	AC106873.4	limma-voom	Down	23526
0.567397177802354	3.67945039988847	9.22425238079649	2.58914181866871e-19	4.36919745334234e-19	31.6032561352367	PCDH17	limma-voom	NS	23527
0.221310395631787	5.41201631386629	9.22424036723049	2.58940363504803e-19	4.36945354975675e-19	31.4003575594781	ZNF33A	limma-voom	NS	23528
0.412874800442753	6.85291871677399	9.22389417499192	2.59695960874529e-19	4.38201752672894e-19	31.3471127175218	SERPINH1	limma-voom	NS	23529
-1.40501707078781	-3.12750588796152	-9.22347212385198	2.60620080468873e-19	4.39742389918198e-19	32.6470646229421	MYH15	limma-voom	Down	23530
0.365414473915135	0.990677079269259	9.22309049397937	2.61458496176092e-19	4.41138294810386e-19	31.9972763890419	XXbac-B476C20.9	limma-voom	NS	23531
3.12104214731687	-8.21783967169856	9.222857146708	2.61972459597097e-19	4.41986681579293e-19	33.0937749551541	ANKRD30BP1	limma-voom	Up	23532
-0.542389130247507	-1.53550144315263	-9.21905804064163	2.70482333628628e-19	4.5632471889363e-19	32.3416732921438	CTC-325H20.8	limma-voom	NS	23533
-1.41234288432917	-4.6815896237373	-9.21875378758579	2.71175568109188e-19	4.5747481962569e-19	32.8467523849179	RP11-342L8.2	limma-voom	Down	23534
3.03746037275446	-4.18111711953727	9.21841266876308	2.71954892045418e-19	4.58770049882609e-19	32.9420792347676	TRBV5-1	limma-voom	Up	23535
-0.597363781881408	-1.28742837644537	-9.21835249626996	2.72092592659959e-19	4.58982839640792e-19	32.2883460367865	RP11-321A17.3	limma-voom	NS	23536
-0.753947367364454	-0.519105631932318	-9.21764686800475	2.73712533921652e-19	4.61695841515802e-19	32.1384797254517	CTD-3032J10.2	limma-voom	NS	23537
0.483516746546388	-1.52323306063936	9.21742926484439	2.74214018258879e-19	4.6252208993602e-19	32.3865795192	CTD-2619J13.27	limma-voom	NS	23538
0.885069440224602	0.797657895768512	9.21273540253682	2.85255563210198e-19	4.81125637052181e-19	31.9698287097782	APOBEC3B	limma-voom	NS	23539
3.30504611801226	-9.72794978595714	9.2127143557174	2.85306050435306e-19	4.81190348954227e-19	33.0154612141985	IGHV1OR15-9	limma-voom	Up	23540
-1.91915035383617	-5.82313617315986	-9.21187145031813	2.87335303776361e-19	4.84592253112828e-19	32.8938299818781	RP4-681L3.2	limma-voom	Down	23541
1.16178643401566	0.161603951697953	9.2104475440055	2.90795791306751e-19	4.90407548486136e-19	32.0689097059907	LINC01018	limma-voom	Up	23542
1.87174320603762	-3.63556246567154	9.21031626106564	2.9111691483776e-19	4.90928248434301e-19	32.7766418418644	RP11-83M16.3	limma-voom	Up	23543
-2.70398269691056	-9.73086296885101	-9.20995318588799	2.92006840798252e-19	4.92408069715094e-19	32.9891184970824	AC005597.1	limma-voom	Down	23544
-2.64739426800449	-7.96420558755386	-9.20966524701834	2.92714515953451e-19	4.93580450727709e-19	32.9625844823235	RP11-18B3.2	limma-voom	Down	23545
-2.49266313852613	-10.0123715413442	-9.20887408353383	2.94667732743998e-19	4.96852897536831e-19	32.9816416616453	RP11-687F6.4	limma-voom	Down	23546
-2.3348977727407	-7.89660166131472	-9.20875422626581	2.94964758377689e-19	4.97332604455388e-19	32.9579291388191	XXbac-BPG55C20.7	limma-voom	Down	23547
-0.716523604594509	-3.1851836411262	-9.20798807600879	2.96870416806719e-19	5.00524430442516e-19	32.5511356505415	snoU109	limma-voom	NS	23548
1.54358292301455	-2.19482524077366	9.20794833526999	2.96969596406791e-19	5.00670385856826e-19	32.5137594715434	GBP6	limma-voom	Up	23549
2.6084063302808	-10.1510479264865	9.20735667014915	2.98450079883509e-19	5.03145013653293e-19	32.9721376850837	PRELID2P1	limma-voom	Up	23550
6.97148464442861	-3.04252430561105	9.20729289354346	2.9861009931011e-19	5.03393408467156e-19	32.8807740474441	CD1A	limma-voom	Up	23551
-2.64073957344309	-9.39200872332514	-9.20701947503445	2.99297086248771e-19	5.04530100129445e-19	32.9633390793964	RP5-1018K9.1	limma-voom	Down	23552
-2.55414302785162	-9.53560487731681	-9.20559510792256	3.02901312081636e-19	5.10584124836118e-19	32.9526633727361	INSL6	limma-voom	Down	23553
-1.17373016799603	0.313630248637949	-9.20535695087666	3.03508124129368e-19	5.1158527401648e-19	31.8906585147311	AC009237.17	limma-voom	Down	23554
2.83621381015687	-7.9953017391891	9.2041036357483	3.06721391718923e-19	5.16979524263413e-19	32.9376937030391	CTD-2265O21.3	limma-voom	Up	23555
-0.196350451457861	5.6574689958933	-9.20369396747457	3.07778990074492e-19	5.18740085920253e-19	31.2097342774	FOXJ3	limma-voom	NS	23556
-2.0074574472038	-11.7289044594552	-9.20367180248624	3.07836313963345e-19	5.18814676613011e-19	32.9425087595232	RNA5SP320	limma-voom	Down	23557
2.56542279932654	-9.7594368153784	9.20344770729807	3.08416470890007e-19	5.19770384891546e-19	32.9395165597888	RP11-606M12.1	limma-voom	Up	23558
-1.66336876588446	-6.00965236997297	-9.20333992022732	3.0869590469869e-19	5.20219228674706e-19	32.8435099155918	LRRC74A	limma-voom	Down	23559
2.66296069785309	-9.857080282215	9.20315828251856	3.0916736053341e-19	5.20991619180707e-19	32.9372305055404	RPS7P8	limma-voom	Up	23560
0.769667670954114	-2.71518886562851	9.20314183033774	3.0921009872823e-19	5.21041523692041e-19	32.5092830097444	AP000223.42	limma-voom	NS	23561
0.531598223051513	4.25671645967362	9.2028129576302	3.10065646570995e-19	5.22461009259046e-19	31.3415056977233	CATSPER2P1	limma-voom	NS	23562
-0.483629585885656	-0.38795883576933	-9.20207236629438	3.12000851480666e-19	5.25699520667376e-19	32.0012039640906	CORT	limma-voom	NS	23563
-2.65236319026958	-9.80962707580169	-9.20165124510127	3.13106590852608e-19	5.27540225345028e-19	32.9211599130931	FNDC7	limma-voom	Down	23564
-2.36988137196148	-7.31502072377414	-9.19984262328656	3.17899767248613e-19	5.35593318875638e-19	32.8670083209739	RNF151	limma-voom	Down	23565
-2.22994211028457	-11.2862857465179	-9.19831790910894	3.21996909363705e-19	5.42473109376127e-19	32.8978054345919	AC009518.8	limma-voom	Down	23566
-2.93718798731107	-8.89356455878482	-9.19829970309257	3.22046146182338e-19	5.42533037541104e-19	32.884644396124	RP11-109I13.2	limma-voom	Down	23567
-0.344466554524451	1.62548626848754	-9.19818483706401	3.22356964707145e-19	5.43033613917307e-19	31.6645886836205	KDELC1	limma-voom	NS	23568
0.244478115124111	5.88228954931641	9.19712484771794	3.25239262976587e-19	5.47865807573357e-19	31.1513755832139	U2AF1	limma-voom	NS	23569
0.301471737871369	5.13221564209407	9.19665166254741	3.26534158820434e-19	5.50023723949464e-19	31.1919585335029	ETV6	limma-voom	NS	23570
-2.38757875824719	-4.50359829302678	-9.19655485840182	3.2679969652358e-19	5.50447649712748e-19	32.6166119408838	NPY	limma-voom	Down	23571
-2.02952599744192	-6.1930050123854	-9.19570121370193	3.29150550831946e-19	5.54383809991936e-19	32.7849614605336	CTD-2583A14.1	limma-voom	Down	23572
-0.35930015154784	0.0825653959206119	-9.19472353998455	3.31863538892593e-19	5.58929547410754e-19	31.8684194202281	RP11-554J4.1	limma-voom	NS	23573
2.54419664563158	-6.15973778567662	9.19388282413784	3.34214169390513e-19	5.62864637021386e-19	32.8266607085304	PRPS1L1	limma-voom	Up	23574
-0.375932970511793	-0.318251346803165	-9.19384209855902	3.34328455144491e-19	5.63033226983948e-19	31.9247203936099	RP11-350J20.13	limma-voom	NS	23575
-0.281739209207709	3.06940125834693	-9.19374271787433	3.34607503613869e-19	5.63479263169232e-19	31.4027501018654	RP1-59D14.1	limma-voom	NS	23576
4.33995861179158	-6.55916926922381	9.19349557522751	3.35302449041229e-19	5.64625602571781e-19	32.8283622036692	IGKV2D-24	limma-voom	Up	23577
2.68880380994125	-8.74354415416711	9.19309887877919	3.36420916082338e-19	5.66484994923275e-19	32.8520135188764	RPL17P33	limma-voom	Up	23578
1.04857020210216	0.892798995646658	9.19172239973461	3.40330549168751e-19	5.73043957042189e-19	31.78793033533	FAT2	limma-voom	Up	23579
-1.20649393803891	-4.21834256082328	-9.19087647565335	3.42755516528352e-19	5.77102608872291e-19	32.5614568293665	RP11-51B23.3	limma-voom	Down	23580
-1.52862769544203	-3.04926453192044	-9.19026461988461	3.44520143858849e-19	5.80049139200375e-19	32.3537038584798	MME-AS1	limma-voom	Down	23581
0.200411166049823	2.9082094541185	9.18895791107501	3.48318933712052e-19	5.86420079138151e-19	31.4117910786662	NUP35	limma-voom	NS	23582
-2.47615570812322	-8.95779741416468	-9.18866606249504	3.49173027207752e-19	5.87833080023837e-19	32.8093749442681	OSBPL10-AS1	limma-voom	Down	23583
0.443812069948391	2.92958717528587	9.18852234724621	3.49594370622786e-19	5.88517456854896e-19	31.4170923979574	TLCD2	limma-voom	NS	23584
-0.898030109739151	3.58043301023566	-9.18802672211699	3.51051305304715e-19	5.90945046563824e-19	31.2573446603816	SYT7	limma-voom	NS	23585
-0.553725760095966	2.70835805354035	-9.18702274722397	3.54021022796498e-19	5.95918877599702e-19	31.3943211738311	TLE6	limma-voom	NS	23586
-0.3098930152013	3.05881283538995	-9.18609038074151	3.56801189004105e-19	6.00573231264721e-19	31.3402894307468	TSGA10	limma-voom	NS	23587
-2.55448274658612	-9.16799999012106	-9.18594799815599	3.57227648713429e-19	6.01265563389035e-19	32.7885061114608	RP1-128O3.6	limma-voom	Down	23588
-0.828106959405899	2.63698440457053	-9.1850691570243	3.59871115763155e-19	6.05689221163627e-19	31.3792877655328	SIGLEC1	limma-voom	NS	23589
-1.43522709619739	-2.62233576596319	-9.1834495627109	3.64793515461678e-19	6.1394795043915e-19	32.2206742844738	PACERR	limma-voom	Down	23590
0.677614535632267	0.407034033045673	9.18313216456243	3.65765958285666e-19	6.1555847890541e-19	31.7724730373742	PRR7	limma-voom	NS	23591
2.90591178049875	-9.76401079286407	9.18204372134013	3.69120252733748e-19	6.21177190320246e-19	32.7633682209268	GPR31	limma-voom	Up	23592
-0.887326948703914	-0.472414483357128	-9.18028102928617	3.7461709941937e-19	6.30400885056917e-19	31.8162661416681	RP1-142L7.5	limma-voom	NS	23593
-0.214319219077743	5.89178805334847	-9.18007511683584	3.75264486751615e-19	6.31463535348504e-19	31.0037223387652	SIK3	limma-voom	NS	23594
2.27374918898132	1.60451143368473	9.17981199428179	3.76093354112776e-19	6.32831461961663e-19	31.654382948567	TRIM29	limma-voom	Up	23595
0.276677753057555	5.12402340256745	9.17951587163287	3.77028343136048e-19	6.34377830106263e-19	31.0497150345584	MINOS1	limma-voom	NS	23596
0.336765093564048	6.02414026078717	9.17915842863181	3.78160012589296e-19	6.36254982405399e-19	30.9978119313872	GBAS	limma-voom	NS	23597
0.345512879963873	4.57112035148722	9.17905622192873	3.78484218100416e-19	6.36773473473291e-19	31.0992003785624	FAM117A	limma-voom	NS	23598
-0.316513009020757	2.42535280054478	-9.17679160806543	3.85738703534099e-19	6.48951142324285e-19	31.364325544841	ZNF582-AS1	limma-voom	NS	23599
2.81525633157584	-9.4599178916924	9.17406534541166	3.9465481184587e-19	6.63923107623082e-19	32.697401444064	MTND6P22	limma-voom	Up	23600
2.90363460310154	-7.85318644164035	9.17349307924087	3.96552125047684e-19	6.67086668727729e-19	32.6844431490797	TRBV7-4	limma-voom	Up	23601
0.940835392414441	-2.50443324329749	9.17326121740712	3.97323416172664e-19	6.68355828696174e-19	32.2334366014167	PTMAP3	limma-voom	NS	23602
-0.340469095358216	-1.38371553200664	-9.17304816254061	3.98033454689787e-19	6.69521849684105e-19	31.9415887831569	RP11-389G6.5	limma-voom	NS	23603
4.16461486808103	-0.153403205321776	9.1730052837723	3.98176506607158e-19	6.69734098683162e-19	32.101749818843	ST6GALNAC5	limma-voom	Up	23604
2.64969116759527	-9.49809328097611	9.17286802445634	3.98634772665771e-19	6.70476498384938e-19	32.6876861140281	DPP3P2	limma-voom	Up	23605
