variant	method	collection	pathway	NES	padj	leading_edge_n	composition_overlap_n	composition_overlap
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	1.48789284471083	0.0968140574865269	42	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	1.33646771237478	0.334951932389809	16	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_MATURATION	1.99751064088436	0.00131187530448614	37	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1.19956430094481	0.225441176470588	147	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_NEDDYLATION	0.635589508207112	0.966716596537544	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	1.32936805736772	0.181345440183794	60	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	-0.881776120811518	0.803353783231084	10	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_SECRETION	1.62620905179842	0.00368236727440541	68	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	1.1361743570476	0.497144316493314	30	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_STABILITY	1.1894180469249	0.320878821822545	98	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_SUMOYLATION	1.25465845355027	0.441425017858965	9	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_TARGETING	1.58802653209785	0.073137842019837	27	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	1.53786807456627	0.153228651664899	15	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_TRANSPORT	1.38013620576841	0.0495970446465496	120	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	1.51722548650905	0.194201433172858	6	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION	0.822319557137181	0.918658821475233	39	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEOLYSIS	1.66073334771352	0.000304316320127521	168	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	1.47539204684696	0.0400726191915785	108	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION	1.10073358937917	0.57723093346802	16	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	1.26274454895149	0.381824411584631	17	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	1.17431012587168	0.498432298650443	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	1.36776665494054	0.175049949042215	56	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS	1.33137635659795	0.381824411584631	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RECEPTOR_CLUSTERING	1.7203242105151	0.0748715055133195	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION	1.58096712836632	0.0755133253098925	25	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE	1.1154090282236	0.573344911666876	15	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	1.51769970229809	0.0737289654161305	35	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RECEPTOR_RECYCLING	1.35473158726015	0.334722419245334	10	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	1.23546782304893	0.397628121662362	23	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	1.28193783035045	0.338610232044101	25	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1.66362273640018	0.0150750003216132	40	1	FCER1G
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_REGULATORY_NCRNA_PROCESSING	0.694928332861083	0.92937773230716	1	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE	-1.15600058963079	0.520760054740785	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	1.83130299914232	0.0129502162413536	19	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	1.31824329343599	0.295800312965154	17	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM	1.01074478412629	0.680546929452912	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	1.56262772739827	0.158629015326475	11	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS	0.859757518972781	0.87149049250676	35	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPIRATORY_BURST	1.2401928470251	0.46379866825623	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE	1.31851042403958	0.387083862770013	6	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS	1.15843893384754	0.541039509772663	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	1.1926300330626	0.256692765718036	170	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	0.998486179420376	0.693360752730809	57	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1.3154307327696	0.26794818390013	24	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_FOOD	0.942418040213842	0.738400304826867	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_NUTRIENT_LEVELS	-0.85128651337365	0.843273663323999	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_OSMOTIC_STRESS	1.11755089117556	0.577269252259487	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	-0.931959552255926	0.750245813080849	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	-1.32710855813091	0.387914592230795	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	0.715390959540382	0.930140832106038	5	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_TYPE_II_INTERFERON	0.980180305434903	0.699995020063533	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING	1.74746857317846	0.00315497816628139	54	1	FAP
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL	1.72648891693504	0.0795594945594946	6	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	0.660763235283977	0.949003800782286	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL	0.602728826505347	0.975961770647841	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	1.53938937282634	0.0786579627089111	42	1	COL3A1
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	1.04773688399823	0.641058215813659	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RNA_SPLICING	-1.00459684164823	0.668991741472461	54	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RRNA_PROCESSING	-1.03291439873841	0.642530698913787	5	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_RUFFLE_ASSEMBLY	1.42482861285781	0.25017709105041	14	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SECONDARY_METABOLIC_PROCESS	1.63007561582552	0.116916841166836	6	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SECRETION	1.63375888923094	2.01175603988733e-05	176	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SENSORY_PERCEPTION	1.34529978768715	0.368429097930552	3	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	0.650369185943716	0.956000744094144	1	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	1.31075985840066	0.334301835846283	23	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0.966133005196089	0.735488586458837	44	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION	0.538061303466018	0.993429446844904	5	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	1.03410290620206	0.647835375238467	43	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	-0.950301902398233	0.725413206605144	9	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION	-1.08268075226867	0.594115291579498	3	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION	1.12177154012203	0.573450853832054	3	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	0.75789943020297	0.891710204274944	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	0.991937368055814	0.696192130223618	13	1	ENG
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	1.4570091627158	0.0336719743744487	74	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	1.06013238655793	0.590323483687806	76	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	-1.43948953576251	0.0979800119305951	29	1	CD3E
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	-1.29925232351796	0.341794611400402	9	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	1.00478546422475	0.684471133586178	9	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SNARE_COMPLEX_ASSEMBLY	1.09728311009018	0.595002913785694	5	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	1.2286378597858	0.451223722373478	10	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	1.3176303914326	0.309068646908391	17	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	1.42985179349725	0.300996848791623	9	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SPINDLE_ASSEMBLY	0.908678928074754	0.776652433594149	13	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SPINDLE_CHECKPOINT	0.662669437388843	0.966793193576014	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	0.564042740469759	0.999393308556113	16	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS	1.13725149236643	0.535677140775681	17	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION	0.967274105561221	0.728268469835269	27	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEM_CELL_DIVISION	-0.866363576120643	0.791149887916304	1	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	1.0059884194186	0.683273976953988	24	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	1.51853509182968	0.153228651664899	13	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	0.792379263121242	0.905036087607643	15	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	-1.25526192998416	0.429072794521976	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEROID_HORMONE_SECRETION	0.999288036570105	0.686001758504054	6	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS	0.776927851576532	0.930140832106038	19	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STEROL_TRANSPORT	1.00013148113813	0.689515155815707	19	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_ENTRY	0.418126968487956	0.999393308556113	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	1.28701424288388	0.374925303660278	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	-0.970923872660066	0.723448572867074	14	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	1.43314485386995	0.162358174316658	22	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	1.37954786820106	0.236759241765854	19	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS	-0.875779305367905	0.788871344418909	5	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	1.4434814165342	0.258998727974423	13	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	1.12231952119781	0.564731882889387	15	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	1.3359132643513	0.094216087047207	105	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	1.73399629979977	0.00230864889448958	44	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPSE_MATURATION	1.43041660541702	0.250915681245109	14	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPSE_PRUNING	1.62389680972238	0.140905958095485	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	1.90293677991778	3.4217947294948e-07	117	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	1.76605231750987	0.00107586554592352	71	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	0.682319128258386	0.933345873985009	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	1.04205158005869	0.64689358954656	3	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	1.23652864269885	0.406346780377653	16	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1.35896124056136	0.353949023021861	9	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	1.15240570480559	0.539777958167806	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1.70498539266881	0.0499431855364059	17	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION	1.19604363526258	0.502446079393587	10	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_VESICLE_PRIMING	0.745818011989586	0.889872085984441	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	1.31482709917693	0.373820999811021	11	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	1.65340495981522	0.0488365491954522	33	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1.70153015138001	0.0212482218762792	33	1	ENG
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	1.60624807471297	0.12174890573597	11	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	1.7520189518769	0.0569693268186753	15	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	1.69263102785206	0.0557606438433683	19	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_SYSTEM_PROCESS	1.50133857223725	0.002708604678337	103	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY	1.65416372812939	0.117670119371833	6	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TELOMERE_CAPPING	0.498968043194945	0.997962031837315	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	0.791555406008189	0.928105577493553	34	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	-0.881000952170922	0.790728753375648	5	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	1.11722300571485	0.559398915861872	13	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	0.960117269091462	0.733482964452693	13	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.619426756887122	0.976851333530796	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS	1.11934386895796	0.577513436044429	3	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TISSUE_REMODELING	1.46229709134809	0.159203757521326	22	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TOLERANCE_INDUCTION	-0.803189857220177	0.866835741134912	6	1	CD3E
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	0.791054455281797	0.860951298526697	5	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	0.782075690715193	0.866181458597141	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	1.21465476221738	0.467895166348813	12	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	0.800194264109577	0.85783091223009	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.03173323350999	0.65453224887453	10	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TORC2_SIGNALING	-0.688817186675467	0.935979588093491	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	1.33336707447452	0.314996409354412	10	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	-1.06716803308358	0.597103012866619	12	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	1.13245264773011	0.569636794503687	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	0.926645074268226	0.749295238483859	2	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	1.52648567891876	0.00652219508524543	88	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	1.02060131570547	0.672131137933286	9	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSLATION	1.04758334436946	0.610234593286831	86	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSLATIONAL_ELONGATION	-1.10836823947511	0.577751014114891	3	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY	1.06069472249481	0.631373640783554	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	0.681628395524958	0.986619085402119	30	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS	0.950365418547478	0.728802547807	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	-0.922582629218482	0.742644989012856	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	1.14817829443737	0.54521658347695	7	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	1.38627501628604	0.0970494017232531	64	1	ENG
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1.44346373648769	0.0341430183729703	109	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.56945620521452	0.0727546910860686	39	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	0.654101180158345	0.95337647915441	1	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1.73651952488487	6.59701900705141e-06	156	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	1.48960201526166	0.221193257512432	12	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS	1.01526357405391	0.676669721814405	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	1.63147169834809	0.086844228660492	14	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION	1.00530582867642	0.684471133586178	3	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TUBE_SIZE	1.13579884939079	0.495107306544336	25	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TUBULIN_DEACETYLATION	-1.04744614796392	0.629821682690639	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	0.790502385886397	0.905835821963353	14	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	1.18761555632524	0.501149331343295	9	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TYPE_2_MITOPHAGY	1.10397303878142	0.595002913785694	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION	-1.00878874898432	0.669003276172486	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	1.14901405365862	0.517867725928864	17	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	1.07205262575283	0.617521917069654	13	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_T_CELL_ACTIVATION	1.0818404679248	0.54046625645343	81	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	1.35823566193444	0.311031232973538	8	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS	0.87305157733576	0.796309332757101	4	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	-1.29172711974247	0.374925303660278	11	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	1.63444206776238	0.0835776014930489	12	0	
tcga_matched	DESeq2	GO_BP	GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1.05038161859246	0.630335128997929	17	0	
